Thana,District,Month,Year,Time,Junction_Type,Traffic_Control,Movement,Divider,Weather,Light,Road_Geometry,Surface_Condition,Surface_Type,Surface_Quality,Road_Class,Road_Feature,Location_Type,Vehicle_Type,Vehicle_Movement,Vehicle_Loading,Vehicle_Defect,Vehicle_Driver_Age,Vehicle_Alcohol,Vehicle_Seat_Belt,Accident_Severity
5,29,12,2001,3,7,8,1,2,1,1,1,1,1,1,2,1,2,14,11,1,1,33,2,2,0
4,25,11,2001,3,7,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,35,2,2,0
4,25,5,2001,3,7,1,2,2,1,1,1,1,1,1,3,1,2,18,6,1,1,33,2,2,0
4,25,3,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,18,6,1,1,33,2,2,0
4,25,5,2001,2,7,1,2,2,1,1,1,1,1,1,3,1,2,12,6,1,1,33,2,2,0
4,25,7,2001,2,7,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,38,2,2,0
3,32,4,2001,1,1,2,2,1,1,4,1,1,1,1,2,1,2,11,1,1,1,38,1,2,3
3,32,6,2001,1,1,4,2,1,1,1,1,1,1,1,2,1,2,9,5,1,1,33,1,2,0
1,32,11,2001,3,1,1,2,1,1,1,1,1,1,1,3,4,2,7,4,1,1,30,2,2,0
4,32,5,2001,3,7,1,1,2,1,1,1,1,1,1,3,3,2,7,6,1,1,33,2,2,0
1,32,4,2001,2,7,1,2,2,1,1,1,1,1,1,4,1,2,6,9,2,1,33,2,2,0
3,32,4,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,12,6,1,3,37,2,2,0
4,32,4,2001,2,7,8,2,2,1,1,1,1,1,1,2,3,2,14,8,1,1,55,2,2,0
1,32,4,2001,4,7,8,2,2,1,1,2,1,1,1,2,1,2,10,6,1,1,23,2,2,3
3,32,5,2001,1,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,1,33,1,2,0
3,32,5,2001,3,7,1,1,2,1,1,1,1,1,1,3,2,2,9,5,1,1,42,2,2,0
3,32,5,2001,2,7,1,2,2,1,1,1,1,1,1,3,1,2,13,6,1,1,38,1,2,0
1,32,7,2001,2,1,1,2,2,1,1,2,2,1,1,3,3,2,8,6,2,7,27,2,2,3
1,32,7,2001,1,1,1,2,2,1,2,1,1,1,1,2,1,2,6,6,1,1,25,2,2,0
1,31,11,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,10,6,2,3,35,1,2,1
1,31,6,2001,3,7,1,2,2,1,1,1,1,1,1,4,1,2,9,6,2,3,33,1,2,1
2,31,5,2001,2,1,1,2,2,1,1,1,2,1,1,3,1,1,6,6,1,7,33,1,2,0
3,31,5,2001,4,7,1,1,2,1,4,1,1,1,1,3,1,2,19,6,2,7,23,1,2,0
1,24,12,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,1,2,0
2,27,8,2001,3,1,1,2,2,1,1,1,1,1,2,2,1,2,9,6,1,1,33,2,2,0
2,27,8,2001,2,1,1,2,2,2,1,5,2,1,2,2,1,2,9,11,2,3,33,1,2,1
2,27,9,2001,4,1,1,2,2,1,2,1,1,2,2,1,1,2,9,11,1,1,33,2,2,0
8,13,1,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
2,13,1,2001,3,1,1,2,2,1,1,2,1,1,1,4,1,2,19,1,2,1,30,2,2,0
1,8,1,2001,2,1,2,2,2,4,1,1,1,1,1,2,3,2,14,6,1,1,33,2,2,0
4,8,1,2001,1,1,1,2,2,2,4,1,2,1,1,1,5,2,14,6,1,1,33,2,2,0
1,1,1,2001,1,2,1,2,2,1,3,2,1,1,1,5,1,1,8,2,1,1,33,2,2,3
1,12,1,2001,2,2,1,2,2,1,1,1,1,1,1,3,1,2,13,6,1,1,35,2,2,0
3,12,1,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,7,6,1,1,22,2,2,1
5,10,1,2001,4,3,1,2,2,1,3,1,1,1,1,3,1,1,7,5,1,1,37,1,2,0
2,10,1,2001,2,1,8,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,40,2,2,0
3,10,1,2001,2,2,1,2,2,1,1,1,1,1,1,2,1,1,8,6,1,1,40,2,2,0
3,10,1,2001,2,1,1,2,2,1,1,1,1,1,1,4,1,2,19,11,1,1,30,2,2,0
5,2,1,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,14,5,1,1,33,2,2,0
1,4,1,2001,4,2,1,2,2,1,2,1,1,1,1,2,1,2,8,6,1,1,20,2,2,0
1,14,2,2001,3,1,1,2,2,1,1,1,1,1,1,5,1,1,4,6,1,1,40,2,2,1
2,14,2,2001,3,1,8,2,2,1,1,2,1,1,1,1,1,1,8,6,1,1,45,1,2,1
2,14,2,2001,3,1,1,2,2,1,1,1,1,3,1,4,1,2,14,6,1,1,33,2,2,0
4,14,2,2001,4,1,1,2,2,1,2,1,1,1,1,5,2,1,9,5,1,1,40,1,2,0
7,3,1,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,1,14,6,1,1,33,2,2,0
7,3,1,2001,2,3,1,2,2,4,1,1,1,1,1,2,1,1,17,6,1,1,30,2,2,0
10,3,1,2001,4,1,1,2,2,1,2,1,5,1,1,1,1,2,9,6,1,1,33,2,2,0
9,3,1,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,35,2,2,0
3,3,1,2001,2,1,2,2,2,1,1,1,1,1,1,2,1,2,7,6,1,1,29,2,2,0
5,13,2,2001,3,2,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,33,2,2,0
3,13,2,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,19,6,1,1,33,2,2,0
5,13,2,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,33,2,2,0
9,13,2,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,33,2,2,0
8,13,3,2001,2,1,1,2,2,1,1,1,1,1,2,3,1,2,19,6,1,1,33,2,2,1
2,13,3,2001,3,1,1,2,2,1,1,1,1,3,3,3,4,2,14,6,1,1,39,2,2,0
1,15,1,2001,4,1,1,2,2,1,2,1,1,1,1,1,1,1,9,5,1,1,33,2,2,0
6,15,1,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,0
6,15,1,2001,4,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
3,15,1,2001,3,3,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,33,2,2,0
4,12,2,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,33,2,2,0
5,12,1,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,33,1,2,0
3,12,2,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,19,6,1,1,20,2,2,0
3,12,3,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,45,2,2,0
3,12,3,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,17,6,1,1,33,2,2,0
6,8,2,2001,3,1,1,2,2,1,1,1,1,1,1,4,1,2,14,6,1,1,33,1,2,0
4,8,2,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,10,6,1,1,33,2,2,0
4,8,2,2001,4,1,1,2,2,1,3,1,1,1,1,1,1,1,7,6,1,1,35,2,2,0
10,16,1,2001,5,1,1,2,2,1,1,1,1,1,1,1,1,2,7,6,1,1,33,2,1,0
7,16,1,2001,4,1,1,2,2,1,4,1,1,1,1,1,1,1,14,6,1,1,33,2,2,0
6,16,1,2001,2,1,4,2,2,1,2,1,1,1,1,1,1,2,14,6,1,7,33,1,1,1
6,16,1,2001,4,1,1,2,2,1,4,1,1,1,1,3,1,2,7,6,1,1,33,2,2,0
1,6,2,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,16,6,1,1,33,2,2,0
1,6,3,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,8,8,1,1,27,2,2,0
1,6,3,2001,2,2,4,2,2,1,1,1,1,1,1,1,1,2,8,6,1,1,33,2,2,0
13,3,2,2001,1,1,1,2,2,1,4,1,1,1,1,4,1,2,14,6,1,1,33,2,2,0
7,3,2,2001,4,7,1,2,2,1,4,1,1,1,1,3,1,2,14,6,1,1,35,1,2,0
1,1,2,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,17,6,1,1,33,2,2,0
2,1,2,2001,4,3,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,33,2,2,0
3,1,3,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
1,2,2,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,8,9,1,1,36,2,2,0
1,2,3,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
1,4,3,2001,3,2,1,2,2,1,1,1,1,1,1,2,1,2,19,6,1,1,28,2,2,0
6,4,3,2001,4,1,1,2,2,1,2,1,1,1,1,1,1,1,14,6,1,1,33,2,2,0
1,7,2,2001,2,1,1,2,2,1,1,4,1,3,3,4,1,2,19,9,1,1,33,2,2,0
8,7,2,2001,4,1,1,2,2,1,2,1,1,1,1,3,1,2,8,11,1,1,33,2,2,0
2,14,3,2001,4,1,1,2,2,1,3,1,1,1,1,1,1,1,13,6,1,1,33,2,2,0
5,15,3,2001,3,1,1,2,2,1,1,1,1,1,1,4,1,2,9,6,1,1,33,2,2,0
3,15,3,2001,3,1,4,2,2,1,1,1,1,1,1,1,1,2,9,8,1,1,33,2,2,1
6,7,4,2001,2,3,1,2,2,1,1,1,1,1,1,4,1,2,13,6,1,1,38,2,2,1
7,7,4,2001,2,3,1,2,2,1,1,1,1,1,1,4,1,2,4,6,1,1,33,2,1,0
7,13,4,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,7,6,1,1,33,2,2,0
1,3,3,2001,3,1,1,2,2,1,1,2,1,3,2,4,4,2,17,8,2,1,26,2,2,0
1,3,3,2001,4,1,1,2,2,1,3,1,1,1,1,5,1,1,8,6,1,1,33,2,2,1
3,3,3,2001,3,1,1,2,2,1,1,3,1,3,2,4,4,2,14,6,1,1,35,2,2,0
3,8,4,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,1,8,6,1,1,33,2,2,0
7,8,4,2001,2,1,1,2,2,1,1,1,1,1,2,4,1,2,9,1,1,1,33,1,2,0
3,12,4,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,30,2,2,0
4,12,4,2001,1,1,1,2,2,1,4,1,1,1,1,4,1,2,14,6,1,1,33,2,2,0
4,12,4,2001,2,1,1,2,2,1,2,1,1,1,1,4,1,2,14,6,1,1,33,2,2,0
5,12,4,2001,4,1,1,2,2,1,3,1,1,1,1,3,1,2,1,5,1,1,40,2,2,0
5,12,4,2001,3,1,1,2,2,1,1,1,1,1,1,3,3,2,8,5,1,1,40,2,2,0
2,14,4,2001,4,1,1,2,2,1,3,1,1,1,1,1,1,1,14,6,1,1,45,2,2,1
2,14,4,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,2,1,35,2,2,1
2,14,4,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,1,8,6,1,1,37,2,2,0
3,6,4,2001,2,1,1,2,2,1,1,1,1,1,1,4,1,2,14,6,1,1,44,2,2,0
1,15,2,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,1,8,6,1,1,33,2,2,0
1,15,2,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,1,13,6,1,1,30,2,2,0
1,1,5,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,8,11,1,1,40,2,2,0
1,1,5,2001,3,3,1,2,2,1,1,1,1,2,2,3,1,2,17,7,1,1,35,2,2,0
11,3,5,2001,3,1,1,2,2,1,1,1,1,1,1,4,1,2,19,6,1,1,25,2,2,0
5,4,4,2001,2,1,1,2,2,1,1,2,5,3,1,4,1,2,14,6,1,1,33,1,2,0
3,3,4,2001,3,2,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,33,1,2,0
13,3,3,2001,4,1,1,2,2,1,4,1,1,1,1,3,1,2,8,6,1,1,44,2,2,0
13,3,4,2001,2,3,1,2,2,1,1,1,1,2,3,4,1,2,17,6,1,1,33,2,2,0
1,15,3,2001,4,1,1,2,2,1,4,1,1,1,1,4,1,2,9,6,1,1,33,2,2,0
1,15,3,2001,3,7,8,2,2,1,1,2,1,1,1,4,4,2,8,6,1,1,33,1,2,0
5,13,5,2001,4,4,1,2,2,1,4,1,1,1,1,2,1,2,4,6,1,1,47,2,1,0
5,13,6,2001,2,2,1,2,2,1,1,1,1,1,1,2,1,2,8,6,1,3,33,2,2,0
6,13,4,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,7,25,2,2,1
8,13,5,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,8,6,1,1,33,2,2,0
8,13,6,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,0
8,13,6,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,1
2,13,4,2001,2,1,1,2,2,1,1,2,1,1,1,4,1,2,4,6,1,1,24,2,2,0
7,13,5,2001,2,7,1,2,2,1,1,1,1,1,1,4,1,2,14,6,1,1,33,1,2,0
6,13,6,2001,4,2,1,2,2,1,2,1,1,1,1,2,1,2,9,6,1,1,33,2,2,0
3,8,5,2001,4,1,1,2,2,1,2,1,1,1,1,1,1,1,14,6,1,1,33,1,2,0
3,8,5,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,40,2,2,0
3,8,5,2001,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,33,1,2,0
3,8,5,2001,1,1,1,2,2,1,4,1,1,1,1,1,1,1,9,6,1,1,33,2,2,0
1,15,5,2001,2,1,3,2,2,2,1,1,2,1,1,1,1,2,19,6,1,1,33,2,2,0
1,15,5,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,12,6,1,1,33,1,2,0
1,15,5,2001,3,1,1,2,2,2,1,1,2,1,1,1,1,2,13,6,1,1,45,1,2,0
1,15,5,2001,2,1,1,2,2,1,3,1,1,1,1,1,1,2,14,6,1,1,33,1,2,0
1,15,7,2001,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,33,1,2,0
1,15,7,2001,3,7,1,2,2,1,1,1,1,1,1,1,1,2,8,6,1,7,33,2,2,1
1,15,8,2001,3,5,4,2,2,1,1,1,1,1,1,1,1,1,8,6,1,1,33,2,2,0
1,15,8,2001,3,7,1,2,2,1,1,1,1,1,1,1,5,2,8,6,1,1,33,2,2,0
1,15,9,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,1,2,0
6,15,7,2001,3,1,1,2,2,2,1,4,2,1,1,1,1,2,9,3,1,7,33,1,2,1
6,15,7,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,13,6,1,1,33,1,2,0
6,15,8,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,37,2,2,0
6,15,8,2001,1,1,1,2,2,2,4,1,2,1,1,1,1,2,14,6,1,1,35,2,2,0
6,15,9,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,3
6,15,9,2001,2,2,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,0
6,15,9,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,8,6,1,1,33,2,2,0
6,15,9,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,8,3,1,1,33,2,2,0
2,15,4,2001,3,2,1,2,2,1,1,1,1,1,1,4,1,2,14,6,1,1,30,2,2,0
2,15,8,2001,3,1,1,2,2,1,1,1,1,1,1,4,1,2,8,6,1,1,33,2,2,0
4,15,5,2001,2,1,1,2,2,1,1,3,1,1,2,5,1,1,3,6,1,1,27,2,2,0
4,15,9,2001,2,1,1,2,2,1,1,1,1,1,1,5,1,2,8,6,1,1,33,2,2,0
3,15,6,2001,2,1,1,2,2,2,1,1,2,1,1,1,1,2,14,6,1,1,33,1,2,0
3,15,7,2001,2,1,1,2,2,1,1,2,1,1,1,4,1,2,4,6,1,1,20,2,1,0
3,15,9,2001,1,1,1,2,2,1,4,2,1,1,1,1,1,2,14,2,1,1,32,2,2,0
5,15,6,2001,2,1,1,2,2,1,2,1,1,1,1,3,1,2,14,6,1,1,33,1,2,0
5,15,8,2001,4,1,1,2,2,1,2,1,1,1,1,3,1,2,9,6,1,1,33,2,2,0
5,15,9,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,4,6,1,1,33,2,1,0
1,4,7,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,8,6,1,1,52,2,2,1
1,4,7,2001,4,3,1,2,2,1,2,1,1,1,1,3,1,2,19,6,2,1,25,2,2,0
1,4,8,2001,2,3,1,2,2,1,1,1,1,1,1,3,1,2,7,6,1,1,33,2,2,0
3,4,6,2001,4,1,8,2,2,1,2,1,1,1,1,3,1,1,4,6,1,1,33,2,1,0
5,4,9,2001,4,1,1,2,2,1,2,1,1,1,1,4,2,2,2,6,1,1,33,2,2,0
5,4,9,2001,2,1,1,2,2,1,1,1,1,1,1,4,1,1,12,6,1,1,30,2,2,0
6,4,7,2001,5,1,1,2,2,1,1,1,1,1,1,4,1,2,14,6,1,1,33,1,2,0
9,3,7,2001,2,1,8,2,2,1,1,1,1,3,2,4,1,2,14,7,1,1,33,2,2,0
8,3,6,2001,2,1,1,2,2,2,1,1,2,1,1,2,1,2,8,6,1,1,33,2,2,0
3,3,8,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,33,2,2,0
1,3,6,2001,3,2,1,2,2,1,1,1,1,1,1,4,1,1,7,1,1,1,33,2,2,1
4,3,6,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,2,2,1
7,13,8,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,33,1,2,0
1,12,5,2001,4,2,1,2,2,1,4,1,1,1,1,4,1,2,14,6,1,1,33,2,2,0
1,12,5,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,1,7,6,1,1,33,2,2,0
1,14,7,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,1,9,11,1,1,30,2,2,0
1,14,9,2001,3,7,1,2,2,1,1,1,1,1,1,2,1,1,10,6,1,1,32,2,2,1
1,14,9,2001,2,1,1,2,2,1,2,1,1,1,1,1,1,1,10,5,1,1,40,2,2,1
3,14,5,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,1,19,11,1,1,19,2,2,1
1,11,1,2001,4,7,4,2,2,1,2,1,1,1,1,2,1,1,14,6,1,1,25,2,2,1
1,11,4,2001,1,3,1,2,2,1,4,4,1,1,1,1,1,1,14,2,1,1,33,1,2,2
6,11,1,2001,3,1,1,2,2,1,1,1,1,1,1,3,2,2,14,6,1,1,33,2,2,0
6,11,2,2001,4,1,1,2,2,1,4,1,1,1,1,2,1,2,19,6,1,1,33,1,2,0
6,11,4,2001,3,1,3,2,2,1,1,1,1,1,1,2,1,2,14,11,1,1,35,2,2,0
6,11,5,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,2,8,2,1,1,33,2,2,0
6,11,6,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,1,14,11,1,1,38,2,2,0
5,11,1,2001,4,1,2,2,2,1,4,1,1,1,1,2,1,2,17,6,1,1,30,2,2,0
5,11,1,2001,2,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,2,1,33,1,2,0
5,11,2,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,2,15,6,1,1,33,2,2,1
5,11,2,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,1,33,1,2,0
5,11,3,2001,3,3,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,33,1,2,0
3,14,5,2001,3,1,1,2,2,1,1,1,1,1,1,5,1,1,14,6,1,1,31,2,2,0
2,14,5,2001,1,1,1,2,2,2,2,1,2,1,1,5,1,1,9,6,1,1,56,2,2,0
2,14,5,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,40,2,2,0
2,14,7,2001,2,1,3,2,2,1,1,1,1,1,1,1,1,2,14,8,1,1,28,2,2,0
2,14,9,2001,1,1,1,2,2,1,2,1,1,1,1,1,1,1,14,6,1,1,32,2,2,1
2,14,9,2001,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,40,1,2,0
5,11,6,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,1,33,2,2,0
5,11,7,2001,3,1,1,2,2,1,1,3,1,1,1,4,1,2,19,6,1,6,33,2,2,0
2,11,3,2001,4,1,2,2,2,1,2,1,1,1,1,4,1,2,4,2,1,1,22,2,1,0
2,11,7,2001,2,3,2,2,2,1,1,1,1,1,1,4,1,2,8,2,1,1,27,2,2,0
11,11,6,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,19,5,1,1,33,2,2,0
10,11,1,2001,3,1,1,2,2,1,1,1,1,1,1,4,1,2,19,6,1,1,25,2,2,1
10,11,3,2001,2,1,1,2,2,1,1,1,1,1,1,4,1,2,9,6,1,1,33,2,2,3
7,11,2,2001,3,1,1,2,2,1,1,2,1,1,1,4,1,2,14,6,1,1,35,2,2,0
7,11,4,2001,4,1,1,2,2,1,2,1,1,1,1,3,1,2,14,6,1,1,33,1,2,0
9,11,2,2001,1,1,1,2,2,1,2,1,1,1,1,4,1,2,14,1,1,1,29,2,2,0
8,11,5,2001,4,1,1,2,2,1,2,1,1,1,1,3,1,2,4,6,1,1,25,2,1,3
4,11,4,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,45,2,2,0
4,11,4,2001,1,1,1,2,2,1,4,1,1,1,1,4,1,2,14,6,1,1,33,2,2,0
4,11,5,2001,2,1,1,2,2,1,1,1,1,1,1,4,1,2,19,11,1,1,23,2,2,0
3,8,8,2001,1,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
3,8,8,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,13,5,1,1,33,2,2,0
3,8,10,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,6,6,1,1,33,2,2,1
4,8,9,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,10,5,1,2,33,2,2,0
4,8,10,2001,4,1,1,2,2,1,4,1,1,1,1,1,1,2,13,6,1,1,33,2,2,0
1,8,8,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,8,6,1,1,46,2,2,0
7,8,9,2001,1,1,8,2,2,1,1,2,1,1,1,3,1,2,12,1,1,1,30,2,2,0
5,8,10,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,1,1,1,33,1,2,0
1,15,10,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,2,1,1,33,1,2,0
6,15,10,2001,4,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,1,2,0
3,15,10,2001,2,1,1,2,2,4,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,0
3,15,10,2001,4,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,33,1,2,0
5,15,10,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,33,2,2,0
1,12,8,2001,2,1,1,2,2,1,1,4,1,1,1,3,1,1,4,1,1,1,28,2,2,3
1,12,8,2001,3,1,1,2,2,1,1,1,1,2,1,5,1,1,10,6,1,1,33,2,2,0
1,12,8,2001,3,1,1,2,2,1,1,1,1,1,1,5,1,2,9,8,1,1,33,2,2,0
1,12,8,2001,2,7,8,2,2,1,1,4,1,1,2,3,1,2,11,5,2,1,33,1,2,0
3,12,6,2001,1,1,1,2,2,2,1,1,2,1,1,3,1,2,7,6,1,1,33,1,1,0
5,12,6,2001,2,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,52,2,2,0
5,12,6,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,35,2,2,0
5,12,8,2001,3,2,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,33,2,2,0
5,12,8,2001,4,7,1,2,2,1,4,2,1,1,1,3,1,2,14,2,1,1,33,2,2,0
5,12,11,2001,2,1,1,2,2,1,2,4,1,1,1,3,1,2,14,2,1,1,33,2,2,1
3,14,7,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,1,4,6,1,2,27,2,2,0
4,14,6,2001,2,1,8,2,2,1,1,1,1,1,1,5,1,1,14,1,1,1,40,2,2,0
5,13,9,2001,3,2,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,33,2,2,0
5,13,9,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,19,6,1,1,25,2,2,0
5,13,10,2001,2,1,1,2,2,2,2,1,2,1,1,2,1,2,14,9,1,1,33,2,2,0
5,13,10,2001,2,2,1,2,2,1,1,1,1,1,1,2,1,2,17,4,1,1,33,1,2,0
5,13,11,2001,3,7,1,2,2,1,2,2,1,1,1,2,1,2,7,6,1,1,33,2,2,0
7,13,10,2001,2,1,1,2,2,1,2,1,1,1,1,2,1,2,9,6,1,1,33,2,2,0
8,13,11,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,0
8,13,12,2001,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,1,2,0
6,13,9,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,1,33,2,2,0
6,13,10,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,2,8,6,1,1,33,2,2,0
6,13,12,2001,5,3,1,2,2,1,1,1,1,1,1,2,1,2,8,6,1,1,33,2,2,0
1,12,12,2001,3,1,3,2,2,1,1,1,1,1,1,2,1,1,14,6,1,1,33,1,2,0
3,8,6,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,1,9,6,1,1,33,2,2,0
3,8,12,2001,2,1,1,2,2,4,2,1,1,3,2,4,1,2,14,6,1,1,47,2,2,0
7,8,12,2001,4,1,1,2,2,1,2,1,1,1,1,3,1,2,9,6,2,1,33,2,2,0
1,8,11,2001,2,1,3,2,2,1,1,1,1,1,1,2,1,1,12,6,1,1,33,2,2,0
4,8,11,2001,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
4,8,11,2001,3,1,1,2,2,1,1,1,1,1,1,1,1,2,13,6,1,1,33,1,2,0
1,3,10,2001,2,3,1,2,2,1,1,1,1,1,1,1,1,2,7,6,1,1,33,2,2,0
1,3,10,2001,3,3,1,2,2,1,1,1,1,1,1,1,1,1,12,6,1,1,33,1,2,1
1,3,10,2001,3,1,1,2,2,1,1,1,1,1,1,5,1,2,14,6,1,1,33,1,2,0
7,3,12,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,7,33,1,2,0
7,3,12,2001,2,1,1,2,2,1,1,1,1,1,1,2,1,1,14,6,1,1,32,1,2,0
8,3,11,2001,3,1,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,33,1,2,0
8,3,12,2001,4,1,1,2,2,1,4,2,1,1,1,2,1,2,14,6,1,1,33,2,2,0
11,3,9,2001,4,1,1,2,2,1,2,1,1,3,2,4,4,2,14,11,1,1,38,2,2,1
12,3,10,2001,3,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,33,1,2,0
2,10,12,2001,3,1,1,2,2,1,1,2,1,1,1,3,1,2,9,2,1,1,33,1,2,0
