Thana,District,Month,Year,Time,Junction_Type,Traffic_Control,Movement,Divider,Weather,Light,Road_Geometry,Surface_Condition,Surface_Type,Surface_Quality,Road_Class,Road_Feature,Location_Type,Vehicle_Type,Vehicle_Movement,Vehicle_Loading,Vehicle_Defect,Vehicle_Driver_Age,Vehicle_Alcohol,Vehicle_Seat_Belt,Accident_Severity
1,14,3,2002,3,2,4,2,2,3,1,1,2,1,1,5,4,1,9,6,1,1,30,1,2,0
8,13,8,2002,3,1,1,2,2,1,1,2,1,1,1,1,1,2,9,6,1,1,35,1,2,0
2,14,8,2002,2,2,1,2,2,1,2,1,1,1,1,1,1,1,9,6,1,1,39,2,2,1
8,13,8,2002,2,1,1,2,2,2,1,1,2,1,1,1,1,2,9,6,1,1,45,2,2,1
5,4,8,2002,3,2,1,2,2,1,1,1,1,1,1,3,1,2,14,1,1,1,35,2,2,0
1,2,4,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,4,1,1,40,2,2,1
8,13,8,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,38,2,2,1
3,15,8,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,2,8,6,1,1,35,2,2,0
3,8,11,2002,1,1,1,2,2,1,2,2,1,1,1,1,1,1,10,6,1,1,30,1,2,0
2,14,11,2002,3,4,1,2,2,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,1
1,10,6,2002,3,1,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,35,2,2,0
9,17,8,2002,2,1,1,2,2,2,1,1,2,1,1,1,1,2,9,6,1,1,33,1,2,0
7,17,9,2002,3,1,1,2,2,2,1,1,2,1,1,1,1,2,9,6,1,1,22,1,2,0
1,17,6,2002,3,1,1,2,2,1,1,1,1,1,1,1,4,2,9,6,1,1,27,2,2,1
1,17,6,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,1,1,1,38,1,2,1
10,17,6,2002,4,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,38,1,2,0
3,17,10,2002,2,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,30,2,2,0
3,1,12,2002,4,1,1,2,2,1,2,1,1,1,1,1,1,2,8,6,1,1,35,2,2,0
6,5,12,2002,3,1,1,2,2,1,4,1,1,1,1,1,1,2,9,5,1,1,32,2,2,0
5,5,8,2002,4,1,1,2,1,1,4,1,1,1,1,1,1,2,9,6,1,1,33,2,2,0
5,5,10,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,8,6,1,1,33,2,2,0
5,5,12,2002,2,3,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,0
1,5,5,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,13,6,1,1,30,2,2,0
1,15,11,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,1,14,6,1,1,35,2,2,0
10,9,3,2002,1,1,1,2,2,1,4,2,1,1,1,1,1,2,14,11,1,1,35,2,1,0
10,9,5,2002,2,1,1,2,2,1,1,4,1,1,1,1,1,2,9,4,1,1,45,2,2,0
10,9,5,2002,3,2,1,2,2,2,1,1,2,1,1,1,1,2,9,6,1,1,45,2,2,0
10,9,5,2002,3,1,1,2,2,3,1,2,2,1,1,1,1,2,7,5,1,1,31,2,2,0
10,9,2,2002,1,1,1,2,2,1,3,1,1,1,1,1,1,2,14,6,1,1,32,2,2,0
10,17,11,2002,1,1,1,1,2,1,4,1,1,1,1,1,1,2,14,6,2,1,35,2,2,0
1,17,11,2002,3,1,1,2,2,1,2,1,1,1,1,1,1,2,11,6,1,1,47,2,2,0
10,16,2,2002,1,1,1,2,2,1,2,3,1,1,1,1,1,2,14,6,1,1,33,2,2,0
10,16,7,2002,1,2,1,2,2,1,3,4,1,1,1,1,1,2,4,2,2,1,33,2,2,1
6,16,2,2002,2,1,1,1,2,1,1,1,1,1,1,1,1,2,16,6,1,1,35,2,2,3
6,16,9,2002,2,1,2,1,2,1,1,1,1,1,1,1,2,2,14,6,2,1,42,2,2,3
9,11,2,2002,3,1,1,1,2,1,1,2,1,1,1,2,1,2,14,1,1,1,25,2,2,0
5,41,6,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,2,2,1
9,47,10,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,6,6,1,1,40,2,2,1
9,47,10,2002,1,1,1,2,2,1,4,2,1,1,1,1,1,2,9,6,1,1,33,2,2,0
2,50,12,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,1
4,45,9,2002,3,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,33,2,2,1
6,38,10,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,1
1,38,1,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
5,45,2,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,40,2,2,1
4,47,5,2002,3,1,1,2,2,1,1,1,1,1,1,3,3,2,14,6,1,1,33,2,2,1
5,44,6,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,16,6,1,1,33,2,2,0
1,35,7,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,1,12,6,1,1,33,2,2,1
1,46,7,2002,4,1,1,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,33,2,2,0
9,51,10,2002,4,1,1,2,2,1,4,1,1,1,1,2,1,2,7,6,1,1,33,2,2,1
5,56,2,2002,1,7,7,2,2,1,4,1,1,1,1,1,1,2,14,4,1,2,33,1,0,0
1,54,4,2002,3,3,1,1,2,1,1,1,1,1,1,3,1,2,14,6,1,2,33,1,2,3
6,55,7,2002,3,2,8,2,2,1,1,1,1,1,1,1,1,2,7,6,1,1,33,2,2,1
3,56,7,2002,1,1,1,2,2,2,4,4,2,1,2,1,4,2,9,2,1,1,40,2,2,1
1,54,7,2002,3,1,1,2,2,1,1,1,1,1,1,5,1,1,14,6,1,1,29,2,2,0
12,54,7,2002,3,1,1,2,2,2,1,2,2,1,1,3,1,2,14,4,1,1,32,2,2,0
10,54,8,2002,3,1,1,2,2,1,1,1,1,1,1,3,1,2,7,6,1,2,33,1,0,1
9,54,8,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,4,2,1,35,1,2,0
3,54,9,2002,2,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,35,2,2,0
7,56,9,2002,4,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,2,33,1,0,0
1,17,1,2002,3,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,34,2,2,0
8,3,6,2002,3,3,1,2,2,1,1,2,1,1,1,1,1,2,7,6,1,1,26,2,2,1
1,2,1,2002,3,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,40,2,2,0
4,1,7,2002,3,1,1,2,2,1,1,1,1,1,1,3,1,2,17,4,1,1,40,2,2,0
1,14,2,2002,2,3,1,2,2,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,1
5,4,7,2002,2,2,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,56,2,2,0
7,3,8,2002,4,1,1,2,2,1,4,1,1,1,1,4,1,2,8,6,1,1,33,2,2,0
4,8,8,2002,2,1,1,2,2,1,2,1,1,1,1,2,1,2,8,6,1,1,33,1,2,0
6,15,10,2002,3,1,8,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,1
1,14,10,2002,2,1,1,2,2,1,1,1,1,1,1,5,1,1,14,6,1,1,24,2,2,1
1,3,9,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,8,6,2,1,33,1,2,0
3,13,9,2002,2,1,1,2,2,2,1,2,2,1,1,3,1,2,8,6,1,1,35,2,2,3
5,13,10,2002,2,1,1,2,2,1,3,1,1,1,1,2,1,2,14,6,1,1,42,2,2,0
6,3,10,2002,2,1,1,2,2,1,1,1,1,1,1,3,1,2,17,4,1,1,32,2,2,0
2,10,5,2002,4,1,1,2,2,1,4,1,1,1,1,3,4,2,14,4,2,1,34,1,2,0
2,10,10,2002,2,2,1,2,2,1,1,1,1,1,1,3,2,2,19,4,1,1,33,2,2,0
3,13,12,2002,1,1,1,2,2,4,2,1,1,1,1,3,1,2,14,5,2,1,33,1,2,0
7,13,12,2002,2,1,3,2,2,1,1,1,1,1,1,1,1,2,8,6,1,1,33,2,2,0
1,2,12,2002,3,1,1,2,2,4,4,1,1,1,1,1,1,2,14,6,1,1,40,1,2,0
5,5,12,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,7,6,1,1,35,2,2,0
10,9,6,2002,2,1,1,2,2,1,1,2,1,1,1,1,1,2,9,6,1,7,45,2,1,1
10,9,10,2002,2,1,1,2,2,2,2,1,2,1,1,1,1,2,12,6,1,1,33,2,2,1
6,11,3,2002,3,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,28,2,2,0
3,54,1,2002,3,7,8,2,2,1,1,1,1,1,1,4,1,1,14,6,1,1,33,1,0,0
3,56,4,2002,3,7,1,2,2,1,1,1,1,1,1,1,1,2,9,5,1,1,42,2,2,3
9,54,3,2002,1,1,8,2,2,1,4,1,1,1,1,1,1,2,14,6,1,2,33,1,0,0
12,54,5,2002,4,1,1,2,2,1,4,1,1,1,1,1,1,2,14,9,1,1,30,2,2,0
6,55,6,2002,2,1,1,2,2,2,1,1,2,1,1,1,1,2,13,7,1,1,31,2,2,0
6,55,6,2002,3,1,1,2,2,1,1,1,1,1,1,4,1,1,11,6,1,1,42,2,2,0
6,55,5,2002,4,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,35,2,2,0
7,56,8,2002,2,1,1,2,2,1,1,1,1,1,1,4,1,2,17,6,1,1,33,2,2,0
3,56,11,2002,2,4,1,2,2,1,1,2,1,1,1,1,1,2,14,1,1,1,30,2,2,1
9,54,12,2002,3,1,1,2,2,1,1,1,1,1,1,3,1,2,5,6,1,2,33,1,0,0
4,8,10,2002,1,1,2,2,1,1,1,1,1,1,1,1,1,2,7,5,1,1,33,2,2,2
1,17,11,2002,3,1,8,1,1,1,1,1,1,1,1,1,4,2,6,6,1,1,38,2,2,3
1,17,7,2002,1,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,2,1,35,2,2,0
2,52,3,2002,2,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,33,2,2,0
1,38,5,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,6,6,1,1,33,2,2,0
2,35,5,2002,2,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,33,2,2,1
6,13,1,2002,2,1,1,2,2,1,1,1,1,1,1,2,1,2,9,5,1,1,30,2,2,0
3,13,4,2002,3,2,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,25,2,2,0
7,17,6,2002,4,1,2,2,2,1,4,1,1,1,1,1,1,2,14,4,1,1,33,2,2,1
6,11,12,2002,2,1,1,2,2,1,1,1,1,1,1,2,1,2,14,4,1,1,33,2,2,1
11,9,10,2002,2,1,8,2,2,1,1,1,1,1,1,1,1,2,9,2,1,1,33,2,2,1
1,47,5,2002,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,40,2,2,0
1,54,2,2002,3,1,1,2,2,1,1,2,1,1,1,3,1,1,6,11,1,1,20,2,2,0
1,55,2,2002,2,1,1,2,1,1,1,1,1,1,1,1,1,2,14,6,1,7,30,1,2,0
1,54,3,2002,1,7,1,2,2,1,4,1,1,1,1,5,2,1,13,6,1,1,35,2,2,1
5,56,3,2002,3,7,8,2,2,1,1,1,1,1,1,1,1,2,14,11,2,1,45,2,2,0
12,54,4,2002,4,1,1,2,2,1,4,1,1,1,1,3,1,2,14,6,1,1,30,2,2,0
1,55,4,2002,3,7,1,2,2,1,1,2,1,1,1,4,1,2,13,1,1,2,33,1,0,1
13,54,5,2002,3,1,1,2,2,2,1,1,2,1,3,1,1,2,13,6,1,2,33,1,2,1
1,55,6,2002,3,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,33,2,2,1
3,56,6,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,27,1,2,0
1,54,6,2002,3,7,8,2,2,1,1,1,1,1,1,2,1,2,7,5,1,1,25,2,2,3
1,55,7,2002,3,1,1,2,2,1,1,1,1,1,1,1,1,1,8,6,1,2,30,1,0,1
3,56,7,2002,3,1,1,2,2,1,1,2,1,1,1,1,1,2,14,2,1,1,38,2,2,3
3,56,7,2002,3,4,1,2,2,2,4,4,2,1,2,1,4,2,9,2,1,1,38,2,2,1
1,54,7,2002,2,1,1,2,2,1,1,1,1,1,1,2,1,2,8,4,1,1,33,1,2,0
1,53,7,2002,3,1,1,2,2,1,1,1,1,1,1,2,1,2,7,6,1,1,33,2,2,0
1,55,8,2002,4,7,1,2,2,1,4,1,1,1,1,1,1,1,14,4,1,1,32,2,2,1
1,53,8,2002,2,1,1,2,2,1,1,1,1,1,1,4,1,2,5,11,2,2,35,2,2,0
5,54,8,2002,3,1,1,2,2,1,1,1,1,1,1,3,1,2,14,5,1,4,35,2,2,0
4,54,9,2002,2,1,1,2,2,1,1,1,1,1,1,2,1,2,8,6,1,1,29,1,2,0
7,54,7,2002,3,1,1,2,2,1,1,1,5,1,2,3,1,2,8,6,2,1,32,1,2,1
1,54,8,2002,2,1,1,2,2,1,1,1,1,1,1,5,1,1,1,6,1,1,33,2,2,3
5,54,9,2002,1,1,1,2,2,1,1,1,1,1,1,4,1,2,13,6,1,1,25,2,2,0
12,54,8,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,2,8,6,1,1,33,2,2,1
1,55,9,2002,2,1,1,2,2,1,1,1,1,1,1,3,1,2,7,6,1,2,35,1,2,0
1,54,10,2002,4,1,1,2,2,1,4,1,1,1,1,2,1,2,14,6,2,7,33,2,2,1
3,56,11,2002,2,1,8,2,2,1,1,3,1,1,1,1,1,2,9,6,2,7,33,1,0,1
1,54,11,2002,3,7,1,2,2,1,1,1,1,1,1,1,3,1,14,6,1,1,33,2,2,0
12,54,10,2002,4,1,1,2,2,1,4,1,1,1,1,3,1,2,14,6,1,1,33,2,2,0
7,54,12,2002,2,1,1,2,2,1,1,1,1,1,1,3,1,2,4,6,1,1,33,2,1,1
5,56,12,2002,4,1,1,2,2,1,4,1,1,1,1,1,1,2,7,6,1,1,32,1,2,1
2,24,6,2002,4,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,1,2,0
6,16,1,2002,1,1,1,2,2,4,2,1,1,1,1,1,1,2,14,6,1,1,35,2,2,3
2,14,7,2002,2,3,1,2,2,1,1,1,1,1,1,5,1,1,7,6,1,1,26,2,2,3
1,14,6,2002,2,1,1,2,2,1,1,1,1,1,1,5,1,1,4,6,1,1,36,2,2,0
9,13,7,2002,3,1,1,2,2,1,1,3,3,1,1,3,2,2,9,6,1,1,33,2,2,2
6,15,9,2002,2,1,1,2,2,1,1,1,1,1,1,1,1,2,7,5,1,7,33,2,2,1
2,9,4,2002,5,1,1,2,2,1,1,1,1,1,1,2,1,2,14,5,1,1,42,1,2,3
6,5,7,2002,3,1,1,2,2,1,1,1,1,1,1,1,2,2,8,5,1,1,45,2,2,1
3,5,1,2002,2,1,1,2,2,4,2,1,1,1,1,1,1,2,9,6,1,1,33,2,2,0
8,5,3,2002,1,1,1,2,2,2,1,1,1,1,1,1,1,2,14,6,1,1,33,2,2,1
16,42,1,2002,4,2,5,2,1,1,3,1,1,1,1,5,1,1,14,6,1,2,33,1,0,2
16,42,2,2002,2,2,8,2,1,1,1,1,1,1,1,5,1,1,9,6,1,2,33,1,0,2
22,42,4,2002,3,3,1,2,1,1,1,1,1,1,1,5,1,1,8,6,1,2,33,1,2,1
22,42,4,2002,2,1,2,1,1,1,1,1,1,1,1,5,1,1,10,6,1,1,33,1,2,1
10,42,4,2002,4,3,6,2,1,1,3,1,1,1,1,5,1,1,19,6,1,1,24,2,2,2
15,42,2,2002,4,1,1,2,1,1,2,1,1,1,1,5,1,1,11,5,1,1,35,1,2,2
2,42,1,2002,4,2,5,2,1,1,3,1,1,1,1,5,1,1,14,6,1,2,32,2,2,1
1,42,1,2002,1,2,5,2,1,1,3,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
1,42,1,2002,2,3,6,2,1,1,1,1,1,1,1,5,1,1,8,6,1,2,33,2,2,2
1,42,2,2002,2,1,1,2,1,1,1,1,1,1,1,5,1,1,19,6,1,1,33,2,2,2
1,42,2,2002,2,3,6,2,1,1,2,1,1,1,1,5,1,1,9,6,1,2,33,2,2,2
1,42,2,2002,3,1,1,1,1,1,1,1,1,1,1,5,1,1,9,6,1,2,33,2,2,2
9,42,3,2002,3,6,1,1,1,1,1,1,1,1,1,5,1,1,10,6,1,2,33,2,2,2
9,42,5,2002,3,6,1,1,1,1,1,1,1,1,1,5,1,1,19,6,1,1,33,2,2,1
9,42,5,2002,1,3,8,2,1,1,3,1,1,1,1,5,1,1,10,6,1,2,33,2,2,2
9,42,5,2002,4,5,3,1,1,1,3,1,1,1,1,5,1,1,14,6,1,2,33,1,2,2
9,42,5,2002,3,1,2,1,1,1,1,1,1,1,1,5,1,1,7,6,1,1,33,2,2,3
16,42,5,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,9,6,1,2,33,1,2,2
12,42,3,2002,4,3,4,2,1,1,3,1,1,1,1,5,1,1,19,6,1,2,33,2,2,2
12,42,4,2002,3,1,1,1,1,1,1,1,1,1,1,5,1,1,9,6,1,2,33,2,2,2
12,42,4,2002,1,3,1,2,1,1,2,1,1,1,1,5,1,1,9,6,1,2,33,2,2,2
14,42,2,2002,1,1,1,2,1,1,3,1,1,1,1,5,1,1,14,9,1,2,33,2,2,1
9,42,6,2002,2,3,4,1,1,1,1,1,1,1,1,5,1,1,9,6,1,1,40,2,2,2
9,42,6,2002,4,5,4,2,1,1,3,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
9,42,6,2002,3,7,8,1,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,3
11,42,6,2002,5,1,1,1,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,1
10,42,10,2002,4,3,6,2,1,1,3,1,1,1,1,5,1,1,8,6,1,1,33,2,2,1
11,42,8,2002,3,1,1,2,2,1,1,1,1,1,1,5,1,1,8,6,1,1,32,2,2,3
5,42,1,2002,2,3,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,0
5,42,10,2002,4,1,1,2,1,1,2,1,1,1,1,5,1,1,9,6,1,1,33,2,2,0
8,42,9,2002,2,1,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,2,33,2,2,2
1,42,3,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,8,6,2,1,33,2,2,1
1,42,3,2002,4,3,4,2,1,1,3,1,1,1,1,5,1,1,5,6,1,1,33,2,2,2
1,42,5,2002,4,5,6,2,1,1,3,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
1,42,5,2002,4,5,6,2,1,1,3,1,1,1,1,5,1,1,8,6,1,2,33,2,2,2
1,42,5,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,19,6,1,2,33,1,0,0
1,42,6,2002,2,5,6,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
1,42,6,2002,4,3,6,2,1,1,3,1,1,1,1,5,1,1,14,6,1,1,33,2,2,2
1,42,6,2002,4,5,6,1,1,1,3,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
1,42,6,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,10,6,1,1,33,2,2,2
1,42,6,2002,2,5,6,2,1,1,1,1,1,1,1,5,1,1,9,6,1,2,33,2,2,2
1,42,7,2002,3,5,6,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
1,42,7,2002,4,3,4,2,1,1,3,1,1,1,1,5,1,1,13,6,1,1,33,2,2,2
1,42,8,2002,4,3,6,2,1,1,3,1,1,1,1,5,1,1,19,6,1,1,33,2,2,2
1,42,9,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
1,42,10,2002,1,5,6,2,1,1,3,1,1,1,1,5,1,1,14,6,1,1,33,2,2,2
1,42,10,2002,2,1,8,1,1,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
1,42,10,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,9,6,1,2,33,2,2,2
18,42,6,2002,2,1,1,1,2,1,1,1,1,1,1,5,1,1,10,6,1,1,30,2,2,1
18,42,7,2002,2,1,4,2,1,1,1,1,1,1,1,5,1,1,16,6,1,1,33,2,2,2
4,42,10,2002,2,1,1,2,1,1,3,1,1,1,1,5,1,1,9,6,1,2,33,2,2,2
21,42,4,2002,1,1,2,2,1,1,3,1,1,1,1,5,1,1,14,6,1,2,33,2,2,1
13,42,3,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,14,6,1,2,33,2,2,0
13,42,5,2002,4,1,1,2,1,1,1,1,1,1,1,5,1,1,14,6,1,2,33,2,2,1
13,42,6,2002,2,1,1,2,1,1,1,1,1,1,1,5,1,1,8,6,1,2,33,2,2,1
13,42,10,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,9,6,1,2,28,2,2,1
13,42,10,2002,4,1,1,2,1,1,3,1,1,1,1,5,1,1,14,6,1,2,33,2,2,0
13,42,12,2002,2,1,1,2,1,1,1,1,1,1,1,5,1,1,9,6,1,2,22,2,2,2
10,42,12,2002,4,4,1,2,1,1,3,1,1,1,1,5,1,1,14,6,1,1,33,2,2,2
10,42,12,2002,3,7,6,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
2,42,4,2002,3,3,4,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,25,2,2,2
2,42,4,2002,1,5,1,2,1,1,3,1,1,1,1,5,1,1,7,6,1,1,28,2,2,0
2,42,4,2002,3,5,4,2,2,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
2,42,4,2002,3,3,8,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
2,42,6,2002,2,2,1,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,1,2,0
2,42,6,2002,4,7,8,1,1,1,3,1,1,1,1,5,1,1,14,6,1,1,33,2,2,2
2,42,12,2002,3,5,4,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
9,42,7,2002,2,7,4,2,2,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
9,42,7,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,10,6,1,1,33,2,2,0
9,42,7,2002,3,3,6,2,1,1,1,1,1,1,1,5,1,1,19,6,1,1,33,2,2,2
9,42,8,2002,3,7,6,2,1,1,1,1,1,1,1,5,1,1,9,6,1,2,33,2,2,1
9,42,8,2002,4,5,6,2,1,1,3,1,1,1,1,5,1,1,19,6,1,2,33,2,2,2
9,42,8,2002,2,5,2,1,1,1,1,1,1,1,1,5,1,1,8,6,1,2,33,2,2,2
9,42,3,2002,3,7,1,2,1,1,1,1,1,1,1,5,1,1,19,6,1,2,33,2,2,2
9,42,8,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,5,6,1,1,32,2,2,2
9,42,9,2002,4,5,6,2,2,1,3,1,1,1,1,5,1,1,14,6,1,2,33,2,2,2
9,42,10,2002,3,3,6,2,1,1,1,1,1,1,1,5,1,1,8,6,1,7,33,2,2,2
9,42,11,2002,1,7,6,2,2,1,3,1,1,1,1,5,1,1,11,6,1,2,33,2,2,2
8,42,12,2002,3,3,4,2,2,1,1,1,1,1,1,5,1,1,5,6,1,1,33,2,2,2
1,42,11,2002,3,1,1,1,1,1,1,1,1,1,1,5,1,1,8,6,1,2,33,2,2,2
1,42,11,2002,2,1,1,2,1,1,1,1,1,1,1,5,1,1,8,6,1,7,33,2,2,0
1,42,11,2002,2,2,6,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
1,42,11,2002,2,1,1,2,1,1,1,1,1,1,1,5,1,1,10,6,1,1,33,2,2,2
1,42,12,2002,4,5,4,2,1,1,3,1,1,1,1,5,1,1,7,6,1,7,33,2,2,2
1,42,12,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
9,42,8,2002,2,5,2,1,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
9,42,8,2002,4,3,6,2,1,1,3,1,1,1,1,5,1,1,14,6,1,1,33,2,2,3
9,42,9,2002,4,3,1,2,1,1,3,1,1,1,1,5,1,1,8,6,1,2,33,2,2,0
9,42,9,2002,2,1,1,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
9,42,10,2002,4,1,1,2,1,1,3,1,1,1,1,5,1,1,10,6,1,1,33,1,2,3
9,42,10,2002,4,1,1,2,1,1,3,1,1,1,1,5,1,1,14,6,1,2,30,2,2,3
9,42,10,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,14,6,1,1,33,2,2,2
9,42,1,2002,3,3,6,2,1,1,1,1,1,1,1,5,1,1,10,6,1,1,33,2,2,2
9,42,2,2002,1,5,6,2,1,1,3,1,1,1,1,5,1,1,14,6,1,2,33,2,2,2
9,42,3,2002,3,5,6,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
9,42,3,2002,2,1,1,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
9,42,4,2002,2,2,3,2,2,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
9,42,6,2002,1,2,6,2,1,1,2,1,1,1,1,5,1,1,8,6,1,2,33,2,2,1
9,42,6,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,7,6,1,2,33,2,2,1
9,42,11,2002,2,1,1,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
9,42,11,2002,4,5,6,2,1,1,3,1,1,1,1,5,1,1,14,6,1,1,33,2,2,2
9,42,11,2002,3,5,6,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,2
9,42,11,2002,4,2,6,2,1,1,3,1,1,1,1,5,1,1,14,6,1,2,33,2,2,2
9,42,11,2002,3,2,6,1,1,1,1,1,1,1,1,5,1,1,19,6,1,1,33,2,2,2
9,42,12,2002,2,2,6,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,33,2,2,0
9,42,12,2002,3,1,1,2,1,1,1,1,1,1,1,5,1,1,10,6,1,1,33,2,2,2
9,42,12,2002,4,1,1,2,1,1,3,1,1,1,1,5,1,1,12,6,1,1,33,2,2,2
9,42,12,2002,2,2,6,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
9,42,12,2002,3,3,6,2,1,1,1,1,1,1,1,5,1,1,5,6,1,1,33,2,2,3
9,42,12,2002,2,6,1,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
12,42,6,2002,2,3,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,1
12,42,6,2002,4,3,6,2,1,1,3,1,1,1,1,5,1,1,9,6,1,1,33,2,2,2
16,42,9,2002,1,1,1,2,2,1,3,1,1,1,1,5,1,1,10,6,1,1,33,2,2,1
16,42,10,2002,4,1,1,2,1,1,3,1,1,1,1,5,1,1,12,6,1,1,33,2,2,2
22,42,5,2002,3,1,1,1,2,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,1
22,42,5,2002,2,5,4,1,1,1,1,1,1,1,1,5,1,1,9,6,1,1,33,1,0,2
