Thana,District,Accident_Severity,Month,Year,Time,Junction_Type,Traffic_Control,Movement,Divider,Weather,Light,Road_Geometry,Surface_Condition,Surface_Type,Surface_Quality,Road_Class,Road_Feature,Location_Type,Vehicle_Type,Vehicle_Movement,Vehicle_Loading,Vehicle_Defect,Vehicle_Driver_Age,Vehicle_Alcohol,Vehicle_Seat_Belt
6,64,1,8,2005,3,7,8,2,1,1,1,1,1,1,1,5,1,1,19,6,1,1,,1,1
5,28,1,1,2005,2,1,4,2,2,1,1,1,1,1,1,1,1,1,5,6,1,1,30,2,2
10,64,4,5,2005,4,1,1,2,2,1,2,1,1,1,1,3,1,1,9,5,1,1,,2,2
1,52,3,6,2005,2,1,1,2,2,1,1,1,1,1,1,2,1,2,8,6,1,1,,2,2
8,57,1,6,2005,4,1,1,2,,1,4,1,1,1,1,2,1,2,9,4,1,1,,1,2
9,63,4,4,2005,2,1,1,2,,1,1,1,1,1,1,1,1,2,9,6,1,1,,1,2
1,45,4,4,2005,2,1,1,2,2,1,1,1,1,1,1,4,1,2,9,6,1,1,,2,2
7,38,4,12,2005,3,7,1,2,2,1,1,1,1,1,1,1,1,2,10,6,1,1,,2,2
2,43,4,10,2005,3,1,1,2,2,1,1,1,1,1,1,1,1,1,10,6,1,1,,2,2
1,45,1,8,2005,4,7,1,2,2,1,1,1,1,1,1,1,1,2,10,6,1,1,,2,2
1,65,4,11,2005,4,3,1,2,2,1,3,1,1,1,1,2,1,2,9,7,,,,2,2
6,65,4,9,2005,2,3,1,2,2,1,1,2,1,1,1,2,1,2,14,6,1,7,45,,
8,67,4,8,2005,3,1,1,2,2,1,1,2,1,1,1,4,1,2,14,4,1,1,40,2,2
8,57,4,9,2005,4,7,2,2,1,1,3,1,1,1,1,4,1,2,14,11,1,1,,1,2
8,57,4,12,2005,3,1,1,2,2,1,1,1,1,1,1,1,1,2,8,11,1,7,,2,2
1,60,4,8,2005,3,1,1,2,,1,1,1,1,1,1,1,1,2,6,4,1,7,,2,2
2,61,4,9,2005,2,,,2,2,1,1,1,1,1,1,1,1,2,14,5,1,,,1,2
1,61,3,9,2005,2,1,1,2,2,1,2,1,1,1,1,1,1,2,14,5,1,1,35,2,2
3,61,4,10,2005,3,1,1,2,2,1,1,1,1,1,1,2,1,2,14,5,1,7,,2,2
1,61,4,12,2005,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,,,2,2
7,58,4,9,2005,4,2,1,2,2,1,4,1,1,1,1,4,1,2,2,8,1,1,25,2,2
3,58,4,10,2005,2,2,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,1,45,2,2
7,58,3,11,2005,3,1,1,2,2,1,1,1,1,1,1,4,1,2,9,6,1,1,32,2,2
7,58,4,12,2005,2,1,1,1,2,2,1,1,1,1,1,4,1,2,9,5,1,1,35,2,2
7,58,2,12,2005,1,7,1,2,2,1,3,1,1,1,1,1,1,2,9,6,1,1,35,2,2
6,58,3,12,2005,4,1,1,1,2,1,2,1,1,1,1,1,1,2,10,6,1,7,,2,1
1,58,2,12,2005,2,1,1,2,2,1,1,1,3,1,1,1,1,2,11,6,1,1,,2,2
1,61,4,8,2005,4,1,2,2,2,1,2,1,1,1,1,5,1,1,6,5,1,7,,2,2
8,63,1,9,2005,3,1,2,2,,1,1,1,1,1,1,1,1,2,11,2,1,1,,2,1
8,63,3,9,2005,4,2,1,2,2,1,1,1,1,1,1,1,1,2,14,5,1,1,38,2,2
11,63,4,9,2005,3,1,1,2,2,1,1,1,1,1,1,3,1,2,11,6,1,6,24,2,2
7,63,4,10,2005,3,1,1,2,2,1,1,1,1,1,1,1,1,2,,,,,,,
8,63,3,10,2005,3,,1,2,2,1,1,1,1,1,1,1,1,2,12,6,1,1,,2,2
6,63,4,10,2005,,,8,2,2,2,1,2,2,1,2,4,1,2,9,6,1,7,,2,1
13,63,4,11,2005,2,1,1,2,2,1,1,1,1,1,1,1,1,2,8,5,,,,,2
4,63,4,12,2005,2,1,1,2,2,1,1,1,1,1,1,3,1,2,19,4,1,1,25,1,2
1,58,4,8,2005,1,1,4,2,2,1,2,1,1,1,1,1,1,1,14,6,1,,,1,2
7,58,3,9,2005,3,7,1,2,2,1,1,1,1,1,1,1,1,2,8,6,1,1,,2,2
1,67,3,2,2005,3,4,4,2,2,1,1,4,1,1,1,1,1,1,5,10,1,7,45,2,2
8,67,1,1,2005,3,5,8,2,2,1,1,4,1,1,2,1,2,2,9,6,1,,,2,2
4,59,3,3,2005,2,1,8,1,,1,1,1,1,1,1,1,1,1,19,6,,7,,2,2
13,63,4,8,2005,4,1,1,2,2,2,4,1,2,1,1,4,1,2,9,6,1,,,2,2
4,63,4,8,2005,2,1,1,2,2,1,1,2,1,1,1,4,1,2,14,6,1,7,,1,2
11,63,3,8,2005,2,1,1,2,2,1,1,2,2,1,1,4,1,2,14,2,1,1,42,2,2
6,63,4,9,2005,3,7,1,2,2,1,1,1,1,1,1,4,4,2,9,6,1,7,45,2,2
8,63,4,11,2005,1,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,,,
1,61,1,6,2005,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,30,2,2
1,61,4,6,2005,2,1,1,2,2,1,1,1,1,1,1,1,1,1,9,6,1,1,35,2,2
1,61,3,6,2005,1,1,1,2,1,1,1,1,1,1,1,1,1,2,14,5,1,1,,2,2
8,67,3,6,2005,2,7,1,2,2,1,2,4,1,1,1,1,1,2,11,6,1,1,31,2,1
2,58,4,6,2005,1,7,8,2,2,1,4,1,1,1,1,1,1,2,7,5,1,1,33,2,2
7,58,4,6,2005,3,1,1,2,2,1,1,1,1,1,1,4,1,2,8,6,1,1,35,2,2
7,58,4,6,2005,2,1,1,2,2,2,1,1,2,1,1,1,1,2,9,6,1,1,38,2,2
5,65,3,6,2005,1,1,4,2,1,1,1,1,1,1,1,1,1,2,13,6,1,1,,2,2
9,63,3,6,2005,1,1,1,2,1,1,1,1,1,1,1,1,1,2,8,6,1,1,46,2,2
8,63,4,6,2005,1,1,2,2,1,1,1,1,1,1,1,4,1,2,9,6,1,1,,2,2
4,59,1,6,2005,2,7,8,2,2,1,1,1,1,1,1,2,1,2,15,6,1,1,45,2,2
1,60,4,6,2005,3,1,1,2,1,1,1,1,1,1,1,2,1,2,8,6,1,1,45,2,2
7,59,3,7,2005,1,1,1,2,2,2,1,1,2,1,1,1,1,2,12,5,,,,1,2
7,58,4,7,2005,1,3,1,2,2,1,4,2,1,1,1,1,1,2,12,10,1,1,35,2,2
7,58,4,7,2005,2,7,1,2,2,1,1,1,1,1,1,1,1,2,9,11,1,,,1,2
7,58,3,7,2005,2,1,1,2,2,2,1,1,2,1,1,1,1,2,14,6,1,1,42,2,2
4,63,4,7,2005,2,1,1,2,2,2,2,2,2,1,1,1,1,2,9,6,1,1,,2,2
7,63,1,7,2005,2,,1,2,2,1,1,2,1,1,1,1,1,2,14,2,,,,1,2
2,60,3,1,2005,2,7,8,1,2,1,1,1,3,1,1,3,1,2,12,6,1,7,28,2,2
2,61,3,5,2005,3,1,1,2,2,2,1,1,2,1,1,1,1,2,14,5,1,1,42,2,2
2,61,4,5,2005,4,1,8,2,2,1,2,1,1,1,1,1,1,2,9,6,1,1,,2,2
2,61,3,2,2005,2,7,1,2,2,1,1,1,1,1,1,1,1,2,15,5,1,1,,1,2
1,61,4,5,2005,1,1,1,2,2,1,,1,1,1,1,1,1,2,9,6,1,1,35,2,2
1,61,4,5,2005,1,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,35,1,2
1,61,4,3,2005,4,1,1,2,2,1,4,1,1,1,1,1,1,2,10,6,,7,,2,2
1,61,4,2,2005,2,3,1,1,2,1,2,1,1,1,1,1,1,2,9,6,1,1,,2,2
1,61,4,1,2005,1,1,1,2,2,1,4,1,1,1,1,1,1,2,8,6,1,1,28,2,2
1,61,3,1,2005,2,1,1,2,,1,1,1,1,1,1,1,1,1,9,6,1,1,,2,2
1,61,4,1,2005,3,1,1,2,2,1,1,1,1,1,1,1,1,2,7,6,1,1,,2,2
3,61,1,1,2005,4,3,1,2,,1,4,5,1,1,1,4,1,2,6,4,2,7,,2,2
1,58,4,5,2005,1,,1,2,2,1,2,1,1,1,1,1,2,2,7,6,1,,35,1,2
1,58,4,3,2005,4,1,1,2,2,1,1,1,1,1,1,5,1,2,8,2,1,1,22,2,2
6,58,4,4,2005,4,1,1,2,2,1,4,1,2,1,1,1,1,2,9,9,1,1,40,2,2
6,58,4,2,2005,1,1,1,2,2,1,4,1,1,1,1,1,1,1,12,6,1,1,24,1,2
6,58,4,2,2005,3,1,2,2,2,1,1,1,1,1,1,1,1,1,8,5,1,1,,2,2
7,58,4,5,2005,3,,,2,2,1,1,1,1,1,1,1,1,2,9,,,2,32,1,2
7,58,3,5,2005,4,1,1,2,2,2,4,1,2,1,1,1,1,2,9,6,1,1,45,2,2
7,58,4,3,2005,2,1,1,2,2,1,1,1,1,1,1,1,1,2,7,4,1,1,,2,2
8,58,4,5,2005,2,7,1,1,2,2,1,1,,1,1,1,1,2,9,6,1,7,,2,2
8,58,3,4,2005,3,7,,1,2,1,1,1,,1,1,1,1,2,11,6,1,1,50,2,1
4,58,4,4,2005,4,1,2,2,2,1,4,1,1,1,1,1,1,2,14,6,1,7,,1,2
6,63,4,2,2005,2,7,1,2,2,1,1,1,1,1,1,1,1,1,9,4,,1,37,2,2
6,63,4,2,2005,2,7,1,2,2,1,2,1,1,1,1,1,1,1,14,11,1,7,35,2,2
7,63,4,3,2005,2,1,1,2,2,1,4,1,1,1,1,1,1,1,7,6,1,1,,1,2
7,63,4,2,2005,2,1,1,2,2,1,1,1,1,1,1,1,1,2,13,6,,,,2,2
8,63,3,5,2005,1,2,1,2,2,1,4,1,1,1,1,1,1,2,15,4,1,,,1,2
8,63,4,5,2005,4,3,1,2,2,1,2,2,1,1,1,1,1,1,9,6,1,1,,2,2
8,63,4,4,2005,1,7,1,2,2,1,1,1,1,1,1,1,1,2,14,1,1,1,,2,2
8,63,4,4,2005,4,3,1,2,2,1,4,1,1,1,1,1,1,2,10,5,1,1,,,2
9,63,1,3,2005,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,,,2,2
9,63,4,3,2005,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,,,2,2
9,63,4,2,2005,4,2,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,30,2,2
9,63,4,1,2005,3,,8,2,2,1,2,1,1,1,1,1,1,1,8,6,1,7,,2,2
12,63,3,3,2005,4,1,1,1,2,1,2,1,1,1,1,3,1,2,,6,,6,24,2,2
1,65,1,3,2005,1,2,1,2,2,1,1,2,1,1,1,5,1,1,8,1,1,1,,2,2
2,65,1,2,2005,2,1,1,2,2,1,1,1,2,1,1,1,1,2,12,6,1,1,24,1,2
2,65,4,1,2005,4,1,1,2,2,1,4,1,1,1,1,1,1,2,7,9,1,1,22,2,1
5,65,4,3,2005,1,1,1,2,2,1,1,1,1,1,1,1,1,2,11,6,1,7,,1,2
5,65,4,1,2005,4,7,1,2,2,1,2,1,1,1,1,1,1,2,9,6,1,1,,2,2
1,57,4,2,2005,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,4,1,1,40,1,2
1,57,4,1,2005,3,7,8,1,2,1,1,1,1,1,1,1,1,2,14,4,1,7,42,1,2
3,57,4,3,2005,4,1,1,2,2,1,2,1,1,1,1,1,1,2,9,6,1,1,28,2,2
3,57,4,1,2005,2,5,4,1,2,1,1,2,1,1,1,1,1,2,14,1,1,,,2,2
8,57,4,3,2005,1,1,1,2,,1,4,1,1,1,1,1,1,2,9,6,1,1,,2,2
1,5,4,3,2005,1,1,1,1,2,1,3,1,1,1,1,2,1,1,14,6,1,1,,2,2
1,5,4,6,2005,2,1,1,2,2,1,1,1,1,1,1,1,1,2,8,6,1,1,35,2,2
10,16,4,12,2005,1,1,1,2,2,1,2,1,1,1,1,1,1,2,14,4,1,1,,2,2
6,16,4,3,2005,2,1,1,2,1,2,1,3,2,1,1,1,1,2,14,6,1,1,,2,2
2,14,4,2,2005,2,1,1,2,1,4,1,1,2,1,1,1,1,2,9,6,2,7,,2,2
1,42,2,5,2005,2,2,6,2,1,1,1,1,1,1,1,5,1,1,16,6,1,1,,2,2
1,55,4,7,2005,3,1,1,2,2,1,1,1,1,1,1,1,1,2,12,5,,,,2,2
9,54,4,1,2005,3,1,1,2,2,1,1,1,1,1,1,1,2,,5,6,1,1,,2,2
1,27,3,8,2006,2,1,1,2,2,2,1,1,2,1,2,3,1,2,4,6,1,3,32,2,2
2,27,4,2,2006,3,7,3,2,2,1,1,1,1,1,3,2,1,2,7,5,1,1,30,2,2
2,27,4,4,2006,4,1,1,2,2,1,4,1,1,1,1,2,1,2,19,6,2,2,,2,2
2,27,3,6,2006,3,1,1,2,2,1,1,1,1,1,3,4,1,2,13,6,1,5,30,2,2
2,27,1,7,2006,2,1,1,2,2,1,1,1,1,1,1,2,1,2,13,5,1,1,20,2,2
3,33,3,3,2006,2,1,1,2,2,1,1,1,1,1,1,4,1,2,10,5,1,3,38,2,2
2,31,4,1,2006,2,3,2,2,2,1,1,1,1,1,1,2,1,2,14,6,1,1,35,2,2
1,30,1,5,2006,4,3,1,2,2,1,4,1,1,1,1,2,1,2,4,6,1,1,,2,1
4,30,4,1,2006,3,1,1,2,2,1,1,2,1,1,1,2,1,2,19,6,1,1,,1,2
7,30,4,6,2006,4,1,1,2,2,1,2,1,1,1,1,1,1,2,8,6,1,1,33,2,2
5,34,1,5,2006,3,3,1,2,2,1,1,2,1,1,1,3,1,2,9,5,1,1,30,2,2
1,34,4,2,2006,3,4,1,2,2,1,1,2,1,1,1,1,1,1,13,1,1,1,37,2,2
1,34,3,3,2006,2,4,1,2,2,1,1,2,1,1,1,1,1,1,8,1,1,1,,2,2
3,34,3,3,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,7,6,1,1,,2,2
3,34,3,5,2006,4,1,1,2,2,1,4,1,1,1,1,1,1,2,9,6,1,1,,2,2
3,34,3,7,2006,4,7,8,2,2,2,4,1,1,1,1,1,1,2,7,6,1,1,,2,2
10,34,4,1,2006,3,3,1,2,2,1,1,1,1,1,1,1,1,2,5,6,1,1,,2,2
10,34,4,4,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,8,5,1,1,,2,2
6,34,3,9,2006,4,1,1,2,2,1,4,1,1,1,1,1,1,2,5,6,1,1,,2,2
6,34,4,9,2006,2,1,1,2,2,2,1,1,1,1,1,1,1,2,19,1,1,7,30,2,2
4,63,4,3,2006,1,1,2,2,1,4,1,1,1,1,1,1,1,2,14,4,1,7,,1,2
14,63,1,3,2006,4,1,1,2,1,2,1,1,1,1,1,1,1,2,14,6,1,1,35,2,2
7,63,3,1,2006,1,1,1,2,1,1,1,1,1,1,1,1,1,2,9,6,1,7,,1,2
9,63,3,2,2006,1,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,7,,2,2
9,63,1,2,2006,4,1,1,2,2,1,4,2,1,1,1,1,1,2,5,6,1,7,,2,2
12,63,1,2,2006,2,,8,2,,1,1,1,1,1,1,4,1,2,5,6,,1,,2,2
1,59,4,1,2006,2,7,1,2,,4,1,1,1,1,1,2,1,2,9,6,1,7,,1,1
3,58,4,1,2006,2,1,1,2,2,1,1,1,1,1,2,3,1,2,6,6,1,7,,2,2
1,62,4,2,2006,4,1,,2,1,1,4,1,1,1,1,2,1,1,,,,,,,
5,57,3,2,2006,3,3,1,2,2,1,2,1,1,1,1,4,1,2,9,6,1,1,,1,2
16,58,3,2,2006,3,1,1,2,2,1,1,1,1,1,1,2,1,1,10,6,1,1,,1,2
6,58,4,2,2006,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,,2,2
1,67,3,5,2006,2,7,1,2,,1,1,2,1,1,1,1,1,1,,,,,,,
1,61,4,5,2006,4,,,2,2,1,4,1,1,1,1,4,1,,,,,,,,
6,61,4,5,2006,2,7,1,2,,1,2,1,1,1,1,4,1,2,9,6,1,7,,2,2
1,61,4,6,2006,3,2,2,2,1,2,1,1,1,1,1,1,2,2,9,4,1,1,35,2,2
3,57,3,7,2006,4,1,1,2,2,2,4,1,2,1,1,1,1,2,9,6,1,1,40,1,2
10,63,1,7,2006,2,1,1,2,2,1,1,1,1,1,1,4,1,2,9,6,1,6,35,1,2
9,63,4,8,2006,3,7,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,7,,1,2
9,63,4,11,2006,3,3,1,2,2,1,1,2,1,1,1,1,1,2,11,11,1,1,,2,2
9,63,3,12,2006,2,7,1,2,2,1,1,1,1,1,1,1,1,2,5,6,1,1,,2,2
4,63,3,6,2006,3,2,1,2,2,1,1,1,1,1,1,1,1,2,,,1,1,,1,1
8,58,4,4,2006,3,1,1,2,2,1,1,1,1,1,1,4,1,2,9,6,1,1,,2,2
8,58,2,12,2006,2,1,1,2,2,1,2,1,1,1,1,4,1,2,14,6,1,1,,2,2
6,58,4,11,2006,2,2,1,2,1,1,1,1,1,1,1,1,1,2,9,6,1,1,,2,2
1,58,4,6,2006,1,7,1,2,2,1,2,1,1,1,1,1,1,2,14,11,1,1,30,2,2
1,58,4,12,2006,1,1,8,2,2,2,4,1,2,1,1,1,1,2,14,6,1,3,,2,2
16,58,4,5,2006,1,1,1,2,2,2,4,1,2,1,1,1,1,2,9,6,1,1,,2,2
3,57,4,12,2006,3,2,1,2,2,1,1,1,1,1,1,1,1,1,,,,,,,
8,57,4,12,2006,2,7,1,1,2,1,1,1,1,1,1,1,1,2,4,5,1,7,24,1,2
1,60,3,6,2006,1,7,1,2,2,1,1,1,1,1,3,2,1,2,7,1,1,1,,,2
1,60,3,6,2006,1,7,1,2,2,1,1,1,1,1,1,1,1,2,8,5,1,7,,1,2
3,60,4,12,2006,3,1,1,2,2,1,1,1,1,1,1,4,1,2,9,,,,,,2
1,65,4,10,2006,4,1,1,2,2,1,3,1,1,1,1,4,1,1,7,6,,,21,1,2
1,66,4,5,2006,2,3,1,2,2,1,1,3,1,1,1,4,1,2,14,6,1,7,,1,2
1,66,4,10,2006,2,1,8,1,2,1,1,1,1,1,1,4,1,2,9,3,1,1,40,2,2
1,66,1,11,2006,2,,1,2,2,1,1,4,1,,,4,1,2,11,2,1,1,28,2,2
7,66,4,11,2006,1,,,2,2,1,1,3,1,1,1,4,1,2,,,,,,,
1,61,4,10,2006,4,1,4,2,,1,4,1,1,1,1,1,,,9,5,1,1,35,2,2
6,67,4,11,2006,4,,,2,,1,4,2,1,1,1,4,2,2,14,5,,,,,
6,58,4,2,2006,1,1,2,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,,2,2
7,58,2,2,2006,2,1,1,2,2,4,2,1,1,1,1,1,1,2,14,6,1,1,38,2,2
7,28,4,3,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,12,6,1,1,,2,2
8,58,2,12,2006,1,1,1,1,2,4,2,1,2,1,1,4,1,2,14,6,1,1,,2,2
7,58,4,10,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,10,6,1,1,,2,2
7,58,4,12,2006,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,,2,2
16,58,4,11,2006,,1,1,2,2,1,1,1,1,1,1,4,1,2,9,6,1,1,45,2,2
5,58,1,2,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,5,1,1,,1,2
3,58,4,12,2006,2,1,1,2,2,1,1,1,1,1,1,4,1,2,9,5,1,6,,2,2
4,59,4,12,2006,2,7,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,7,,2,2
4,59,4,12,2006,2,1,1,2,2,1,1,1,1,1,1,2,1,2,9,5,2,7,,2,2
1,59,4,4,2006,2,2,1,2,2,1,1,1,1,2,1,2,1,1,16,6,1,,,2,2
4,62,4,10,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,8,5,1,1,28,1,2
6,60,3,11,2006,3,1,1,2,2,1,1,1,1,1,1,2,,,14,6,1,1,28,1,2
7,60,4,10,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,6,,2,2
7,60,4,11,2006,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,,2,2
5,60,3,8,2006,3,1,1,2,2,1,1,1,1,1,1,4,1,2,9,1,1,7,,2,2
5,60,4,11,2006,2,1,1,2,2,1,2,1,1,1,1,2,1,2,9,6,1,7,,2,2
2,61,4,6,2006,3,1,1,2,,1,1,1,1,1,1,1,1,2,9,6,1,1,36,2,2
3,61,4,6,2006,1,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,,1,1
6,61,3,2,2006,3,1,1,2,2,1,1,1,1,1,1,4,1,2,9,6,1,1,,2,2
1,61,4,3,2006,2,1,1,2,2,1,1,1,1,1,1,1,1,1,4,6,1,1,,2,2
1,61,4,4,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,,2,2
4,61,3,4,2006,4,1,1,2,1,2,1,1,1,1,2,1,2,,9,6,1,1,,2,2
1,61,4,4,2006,4,1,1,2,2,1,4,1,1,1,1,1,1,2,14,5,1,1,,2,2
3,61,4,8,2006,2,1,1,2,2,1,1,2,1,1,1,2,1,2,9,6,1,7,,2,2
2,61,4,8,2006,2,1,1,2,1,1,1,1,1,1,1,1,2,,14,6,1,1,,2,2
1,62,4,12,2006,2,1,4,2,2,1,1,1,1,1,1,1,1,2,2,6,1,1,30,2,2
4,63,2,9,2006,1,1,1,2,2,1,1,2,1,1,1,1,1,2,11,6,1,1,32,2,1
1,7,4,3,2006,4,1,1,2,2,1,2,3,1,1,1,1,1,1,14,5,2,1,26,1,2
1,67,3,5,2006,2,1,1,2,2,1,1,2,1,1,1,1,1,,,6,1,6,,2,2
1,66,4,2,2006,2,1,1,2,2,1,1,1,1,1,1,1,1,1,17,6,1,1,28,2,2
8,66,4,11,2006,1,1,1,2,2,1,1,3,1,1,1,1,1,2,4,6,1,1,28,2,2
9,63,4,7,2006,2,3,1,2,2,1,1,1,1,1,1,1,1,2,5,2,1,1,,2,2
13,63,4,10,2006,4,1,1,2,2,1,4,1,1,1,1,1,1,2,4,6,1,2,32,2,2
7,63,4,6,2006,3,3,1,2,2,1,1,1,1,1,1,2,1,2,9,5,1,1,,2,2
6,63,2,7,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,11,1,7,,2,1
6,63,4,10,2006,3,1,1,2,1,2,1,1,1,1,1,1,2,1,11,6,1,1,,1,1
11,63,4,6,2006,3,1,1,2,2,1,1,1,1,1,1,5,,,14,5,1,1,,2,2
11,63,4,7,2006,1,1,2,2,1,1,1,4,1,2,3,1,4,2,9,6,1,,36,2,2
3,63,1,10,2006,3,2,1,2,2,1,1,1,1,1,1,5,1,1,14,6,1,1,,2,2
14,63,1,5,2006,2,3,1,2,2,1,1,1,1,1,1,1,1,2,12,6,1,1,,2,2
1,60,4,2,2006,3,1,1,2,2,1,1,1,1,1,1,2,1,2,8,6,1,1,40,2,2
8,57,1,1,2006,1,1,1,2,2,4,2,1,2,1,1,1,1,2,14,6,1,1,35,2,2
1,47,4,1,2006,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,36,2,2
3,47,3,1,2006,2,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,35,2,2
9,47,4,1,2006,2,1,1,2,2,4,2,1,1,1,1,1,1,2,8,6,1,1,,2,2
9,47,4,2,2006,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,35,2,2
9,51,3,1,2006,2,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,1,50,2,2
12,51,4,1,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,28,2,2
4,51,4,1,2006,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,6,2,1,40,2,2
9,51,4,1,2006,3,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,1,42,2,2
8,51,4,3,2006,3,1,1,2,2,1,1,1,1,1,1,2,1,2,16,6,1,7,35,2,2
6,51,4,4,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,17,5,1,1,30,2,2
1,49,4,1,2006,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,6,1,1,,2,2
1,49,4,2,2006,4,1,1,2,2,1,4,1,1,1,1,5,1,1,14,6,1,1,35,2,2
1,52,3,4,2006,3,1,1,2,2,1,1,1,1,1,1,4,1,1,6,5,1,1,28,2,2
4,49,4,5,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,1,14,6,1,1,,2,2
3,49,2,7,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,1,9,5,1,1,42,2,2
2,52,4,5,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,14,6,1,1,,2,2
10,52,3,5,2006,3,1,1,2,2,1,1,1,1,1,1,2,1,1,12,6,1,1,,2,2
10,52,4,5,2006,3,1,1,2,2,1,1,1,1,1,1,2,1,1,6,6,1,1,,2,2
2,35,1,6,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,1,6,1,1,,2,2
1,39,3,2,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,,2,2
3,39,4,4,2006,1,1,1,2,2,4,4,1,2,1,1,3,1,2,14,10,1,1,,2,2
1,39,3,5,2006,2,4,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,45,2,2
1,39,4,6,2006,2,1,1,2,2,1,2,1,1,1,1,3,1,2,7,6,1,1,28,2,2
1,48,4,1,2006,2,1,1,2,2,1,1,1,1,1,1,1,1,2,13,6,1,1,,2,2
1,48,4,1,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,,2,2
1,48,4,2,2006,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,,2,2
1,48,4,3,2006,2,1,1,2,2,1,1,1,1,1,1,3,1,2,19,6,1,1,,2,2
1,48,4,4,2006,4,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,,2,2
4,52,4,6,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,5,6,1,1,,2,2
3,36,4,3,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,45,2,2
3,36,1,5,2006,3,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,,2,2
1,46,4,1,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,,2,2
1,46,4,2,2006,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,,2,2
1,46,4,2,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,,2,2
4,46,3,4,2006,2,1,1,2,2,1,1,1,1,1,1,3,1,2,12,6,1,1,27,2,2
3,41,4,1,2006,2,1,1,2,2,4,1,1,2,1,1,1,1,2,9,6,1,1,,2,2
1,39,4,8,2006,2,2,1,2,2,1,2,1,1,1,1,2,1,2,9,6,1,1,,2,2
4,39,1,9,2006,2,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,1,,2,2
10,52,4,9,2006,2,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,1,28,2,2
5,44,4,1,2006,4,1,1,2,2,1,3,1,1,1,1,1,1,2,13,6,1,1,32,2,2
2,44,2,2,2006,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,45,2,2
6,44,4,3,2006,2,1,1,2,2,1,1,1,1,1,1,2,1,2,6,6,1,1,,2,2
6,44,4,4,2006,2,1,1,2,2,1,2,1,1,1,1,1,1,2,7,6,1,1,,2,2
6,44,4,4,2006,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,,2,2
