Thana,District,Accident_Severity,Month,Year,Time,Junction_Type,Traffic_Control,Movement,Divider,Weather,Light,Road_Geometry,Surface_Condition,Surface_Type,Surface_Quality,Road_Class,Road_Feature,Location_Type,Vehicle_Type,Vehicle_Movement,Vehicle_Loading,Vehicle_Defect,Vehicle_Driver_Age,Vehicle_Alcohol,Vehicle_Seat_Belt
5,57,F,4,2004,1,1,1,2,2,1,2,1,1,1,1,2,1,2,14,11,1,1, ?,1,2
2,62,F,4,2004,2,3,1,2,2,1,1,1,1,1,1,2,1,2,19,5,1,?, ?,1,1
1,58,F,4,2004,4,1,1,2,2,1,1,1,1,1,1,2,1,2,17,4,?,7, ?,2,2
1,60,F,4,2004,2,7,?,2,2,1,1,1,1,1,1,1,1,2,9,11,?,?,35,1,?
8,63,S,4,2004,4,?,1,2,1,1,4,1,1,1,1,1,1,2,14,6,?,?, ?,?,2
1,57,F,5,2004,3,7,8,1,2,1,1,2,1,1,1,1,1,2,9,2,?,?, ?,?,?
2,58,F,5,2004,3,7,1,1,2,2,1,2,2,1,1,1,1,2,14,2,1,1, ?,2,2
1,61,G,5,2004,2,5,1,?,?,1,1,2,1,1,3,1,1,2,9,1,1,1,42,2,2
6,60,F,5,2004,3,1,1,2,2,1,1,1,1,1,1,5,1,2,12,6,1,1, ?,2,2
4,63,F,5,2004,2,1,1,2,1,1,1,1,1,1,1,1,2,?,9,6,1,7, ?,2,?
8,63,F,5,2004,4,3,?,2,?,1,1,1,1,1,1,1,1,2,9, ?,1,1,55,1,2
2,65,F,5,2004,4,1,1,2,2,1,2,2,1,1,1,1,1,2,19,2,1,1, ?,2,2
1,58,S,6,2004,4,1,1,2,2,1,4,1,1,1,1,1,1,2,5,11,1,1, ?,1,2
1,60,F,6,2004,4,1,1,2,2,1,4,1,1,1,1,1,1,2,9, ?,1,1, ?,2,2
2,58,F,6,2004,2,?,1,2,2,1,1,1,1,1,1,1,1,2,16,5,1,1,35,2,2
7,58,F,6,2004,2,1,1,2,2,1,2,1,1,1,1,1,1,2,7, ?,1,1, ?,1,2
2,61,F,7,2004,2,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,?, ?,1,2
2,58,F,7,2004,2,1,1,2,2,2,2,1,2,1,1,1,1,2,14,10,1,?, ?,2,2
1,58,F,7,2004,3,3,2,2,2,1,1,1,1,1,1,3,1,2,9,1,1,1, ?,2,2
6,60,F,7,2004,3,1,1,2,2,1,1,3,1,1,2,4,4,2,17,6,1,7,50,2,2
8,60,F,7,2004,3,1,1,2,2,1,1,1,1,1,1,3,1,2,7,6,1,1,32,2,2
8,60,F,7,2004,2,1,1,2,?,1,1,1,1,1,1,3,1,2,8,6,1,1, ?,2,2
10,63,F,7,2004,3,1,1,2,?,2,1,2,2,2,2,3,1,2,7, ?,?,?, ?,?,?
2,58,F,8,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,?, ?,2,2
2,58,F,8,2004,1,1,1,2,2,1,3,1,1,1,1,1,1,2,9,6,?,?, ?,2,2
2,58,F,8,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,?,?, ?,2,2
5,58,F,8,2004,2,1,1,2,2,1,1,1,1,1,1,1,2,2,14,6,1,?, ?,2,2
2,61,S,9,2004,2,1,1,2,?,1,1,1,1,1,1,1,1,2,10,6,1,1,36,2,2
1,61,S,9,2004,1,7,8,1,2,1,2,1,1,1,1,1,1,1,9,11,1,1,35,2,2
8,63,F,9,2004,3,7,1,2,?,1,1,1,1,1,1,1,1,2,9,11,1,7, ?,2,2
1,59,F,10,2004,2,1,1,2,2,1,1,1,1,1,1,2,1,2,17,5,2,?, ?,1,2
2,58,S,10,2004,4,7,8,1,2,1,4,1,1,1,1,1,1,2,9,6,1,1,48,2,2
10,58,M,10,2004,3,1,1,1,1,1,1,1,1,1,1,2,1,2,9,11,1,?, ?,2,2
8,63,F,10,2004,1,7,1,2,?,1,2,1,1,1,1,1,1,2,9,6,1,1, ?,2,2
3,63,F,10,2004,2,?,?,2,2,1,2,1,1,1,1,1,1,2,14,7,?,1, ?,1,2
13,63,F,11,2004,2,1,1,1,2,1,1,1,1,1,1,1,1,2,9,6,1,?, ?,?,2
1,62,G,12,2004,4,1,1,2,2,1,3,1,1,1,1,2,1,1,9,6,1,1, ?,2,2
1,62,F,12,2004,3,1,1,1,?,1,1,1,1,1,1,5,1,2,9,6,1,1, ?,2,2
1,58,G,12,2004,2,3,4,2,2,1,2,1,1,1,1,1,1,2,9,1,1,1, ?,1,2
1,58,M,12,2004,3,6,2,2,2,1,1,1,1,1,1,5,1,1,10,6,1,1, ?,2,1
2,58,F,12,2004,3,1,1,2,2,1,1,1,1,1,1,4,4,2,17,4,2,7, ?,2,2
14,63,F,12,2004,2,1,8,2,2,1,2,2,1,1,1,1,1,2,9,1,1,7, ?,1,2
1,60,F,12,2004,3,1,1,1,2,4,2,1,1,1,1,4,1,2,13,6,1,6, ?,2,2
5,54,F,1,2004,2,2,1,2,2,4,1,1,1,1,1,3,1,2,14,6,?,?, ?,?,?
8,54,F,2,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,11,6,?,1, ?,?,?
13,54,F,2,2004,2,7,3,2,2,4,1,1,1,1,3,3,1,2,8,6,1,1, ?,?,?
12,54,F,2,2004,4,7,1,2,2,1,2,1,1,1,1,1,1,?,13,11,1,1,40,2,2
3,56,S,2,2004,3,7,1,2,2,1,1,1,1,1,3,3,1,2,9,2,1,1, ?,2,2
1,55,M,2,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,5,1,1, ?,?,?
3,53,F,2,2004,2,1,8,2,2,1,2,1,1,1,1,2,1,2,6,6,1,?, ?,?,?
1,55,F,3,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,8,4,1,1, ?,2,2
1,54,F,3,2004,4,1,1,2,2,1,2,1,1,1,1,5,1,1,13,7,1,3, ?,?,2
1,54,F,4,2004,2,?,1,2,2,1,1,1,1,1,1,1,1,2,14,4,?,?, ?,1,2
3,56,F,4,2004,2,?,1,2,2,1,1,1,1,1,3,3,1,2,13,11,1,7, ?,?,?
6,55,F,5,2004,3,1,1,2,2,2,1,1,2,1,1,1,1,2,14,6,2,1, ?,?,?
1,54,F,5,2004,2,2,1,1,2,2,3,1,1,1,1,1,1,2,14,6,?,?, ?,1,2
1,54,F,5,2004,4,2,1,2,2,1,3,3,1,1,1,5,1,1,14,6,1,1, ?,2,2
12,54,F,6,2004,4,1,1,2,2,2,4,1,2,1,1,1,1,2,7,11,1,7,35,2,2
7,54,F,6,2004,2,1,1,2,2,1,1,1,1,1,1,3,1,2,9,6,1,?,30,1,1
11,54,F,6,2004,3,7,8,2,2,1,1,1,1,1,1,3,3,2,8,6,1,7,38,1,2
3,56,F,6,2004,3,?,?,2,2,1,1,3,1,1,1,3,1,2,13,4,1,7,24,2,2
1,55,G,7,2004,3,?,?,2,2,?,1,?,?,1,1,1,1,1,8,6,?,?, ?,?,?
9,56,F,8,2004,3,1,1,1,2,1,1,1,1,1,1,1,1,2,14,5,2,?,44,?,?
6,55,F,8,2004,2,7,1,2,2,1,?,1,1,1,1,3,1,2,14,2,1,1, ?,2,2
1,54,F,8,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1, ?,2,2
13,54,F,8,2004,2,1,1,2,2,1,1,1,?,?,?,?,?,?,5,6,1,?,20,1,2
9,56,F,5,2004,2,?,1,2,2,1,1,1,1,1,1,1,1,2,4,6,?,?, ?,?,1
5,56,F,9,2004,2,7,1,2,2,1,1,1,1,1,1,1,1,2,14,6,?,1, ?,1,2
6,55,F,9,2004,2,1,8,2,2,1,1,1,1,1,1,1,1,1,9,11,1,7, ?,2,2
3,55,F,10,2004,2,7,8,2,2,4,4,1,1,1,1,3,1,2,13,11,1,?,35,2,2
1,54,F,9,2004,4,1,2,2,2,1,3,1,1,1,1,1,1,1,14,6,2,1,55,2,2
1,54,G,9,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9, ?,?,?, ?,?,?
1,54,G,10,2004,3,7,1,2,2,1,2,1,1,1,1,1,1,2,8,6,1,?, ?,2,2
9,54,F,9,2004,3,1,1,2,2,1,4,1,1,1,1,1,1,2,5,6,1,1,25,2,2
9,54,G,9,2004,2,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,40,2,2
12,54,F,9,2004,3,3,1,2,2,1,4,1,1,1,1,1,1,2,4,4,1,6,35,1,2
3,54,F,10,2004,3,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,42,2,2
11,54,G,11,2004,2,7,8,2,2,1,1,1,1,1,1,3,1,2,8,4,1,7, ?,1,1
13,54,F,9,2004,2,?,?,2,2,1,?,?,?,1,1,3,1,2,7,6,?,?, ?,?,?
5,56,F,12,2004,3,1,1,1,2,1,1,1,1,1,1,4,1,2,9,6,1,1, ?,?,?
3,53,F,12,2004,3,?,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,7,30,2,2
1,54,M,12,2004,3,?,4,2,2,1,3,1,1,1,1,1,1,1,14,6,1,7,32,2,2
10,9,G,6,2004,3,7,1,2,2,1,1,2,1,1,1,1,1,2,14,4,1,1, ?,2,2
10,9,G,6,2004,1,1,1,2,2,1,4,1,2,1,3,1,1,2,9,6,1,1, ?,2,2
10,9,F,5,2004,4,7,8,2,2,1,4,1,1,1,1,1,1,2,14,4,1,1,42,2,2
10,9,F,12,2004,1,1,1,2,2,4,4,1,2,1,1,1,1,1,9,6,1,1,55,2,2
1,22,M,12,2004,1,1,1,2,1,1,1,1,1,1,1,1,1,1,14,6,1,1, ?,2,2
2,64,M,3,2004,4,1,1,2,2,1,3,2,1,1,1,5,1,1,9,6,1,1, ?,2,2
8,64,S,2,2004,3,6,1,2,2,1,1,1,1,1,1,5,1,1,14,4,1,1, ?,2,2
10,64,S,4,2004,3,1,8,2,2,1,1,5,1,1,1,3,1,1,6,6,1,1, ?,2,2
12,64,F,4,2004,2,1,1,2,2,1,1,3,1,1,1,5,1,1,8,6,1,1, ?,2,2
10,64,G,4,2004,2,2,6,1,2,1,1,1,1,1,1,1,1,1,7,11,1,1,28,2,2
3,21,F,7,2004,3,1,8,2,2,1,1,1,1,1,1,1,1,2,9,1,1,7,32,2,2
7,24,F,7,2004,4,1,1,1,2,1,4,1,1,1,1,2,1,1,9,6,1,1,40,2,2
1,24,F,7,2004,1,1,1,2,1,1,4,1,1,1,1,1,1,2,14,6,2,7, ?,2,2
1,2,F,10,2004,4,7,1,2,2,1,3,1,1,1,1,1,1,2,8,6,1,1, ?,1,2
7,17,F,2,2004,3,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,50,2,2
1,17,G,7,2004,3,2,1,1,2,1,1,1,1,1,1,1,1,2,9,6,1,1, ?,2,2
10,17,F,11,2004,1,1,1,2,2,4,2,1,1,1,1,1,1,2,14,6,1,1,30,2,2
5,15,F,6,2004,1,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,40,2,2
1,5,F,3,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,4,1,1, ?,1,2
1,1,S,4,2004,3,7,1,2,2,1,1,2,1,1,1,1,1,2,8,1,1,1,40,2,2
11,16,G,1,2004,4,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1, ?,2,2
11,16,G,5,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1, ?,2,2
11,16,F,5,2004,1,1,1,2,2,1,2,1,1,1,1,1,1,1,14,5,1,1, ?,2,2
11,16,S,5,2004,4,1,1,2,2,1,2,1,1,1,1,1,1,1,12,6,1,1, ?,2,2
11,16,F,12,2004,2,1,1,2,2,4,1,1,1,1,1,1,1,2,14,4,1,1,32,2,2
11,16,F,12,2004,3,1,1,2,2,4,1,1,1,1,1,1,1,2,14,4,1,1, ?,1,2
3,8,S,12,2004,2,2,1,2,2,1,2,1,1,1,1,1,1,2,9,5,1,7, ?,2,2
1,4,F,11,2004,2,1,1,2,2,1,1,1,1,1,1,3,1,2,8,6,1,1,33,2,2
1,15,F,10,2004,3,1,1,2,2,2,1,1,2,1,1,1,1,2,7,6,1,1,40,2,2
3,14,S,1,2004,2,1,1,2,2,1,1,1,1,1,1,5,1,1,6,4,1,1,35,2,2
1,65,F,6,2004,2,1,1,1,2,1,1,2,1,1,1,1,1,2,9,6,1,?, ?,?,?
1,58,F,6,2004,1,?,?,2,2,1,2,1,1,1,1,1,1,2,14,5,1,1, ?,?,?
7,58,F,6,2004,3,1,1,2,2,1,1,1,2,1,1,1,1,2,9,5,2,7,50,1,2
14,63,F,6,2004,4,1,1,2,2,2,4,1,2,1,3,1,4,2,9,6,1,7,40,1,2
5,63,S,6,2004,3,1,1,2,2,2,1,1,2,1,1,2,1,2,13,6,1,?, ?,2,2
11,63,F,6,2004,2,1,?,2,?,2,1,1,2,1,1,1,1,2,14,6,?,?, ?,?,?
11,63,G,6,2004,3,?,?,2,2,1,1,1,1,1,1,3,1,2,5, ?,?,?, ?,2,2
5,58,F,7,2004,2,7,1,2,?,1,2,1,1,1,1,1,1,2,14,6,1,6, ?,2,2
5,58,F,7,2004,3,7,1,2,?,1,1,1,1,1,1,1,1,2,9,6,1,6, ?,2,2
10,58,F,7,2004,1,7,1,2,2,1,2,2,1,1,1,3,1,2,14,11,1,1, ?,2,2
10,58,F,7,2004,4,7,1,1,2,1,4,1,1,1,1,3,1,2,9,11,?,?, ?,2,2
2,58,F,7,2004,3,1,1,2,2,2,1,2,2,1,1,1,1,2,9,5,?,?,40,?,2
2,58,M,7,2004,2,1,1,2,2,2,2,1,2,1,1,1,1,2,14,5,1,1, ?,2,2
1,58,F,7,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,19,6,1,1, ?,2,2
1,58,F,7,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,19,6,1,1, ?,2,2
1,58,F,7,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,19,6,1,?, ?,?,?
7,63,M,7,2004,4,1,1,2,2,2,2,2,2,1,1,1,1,2,10,6,2,7, ?,?,?
8,63,F,7,2004,4,1,1,2,?,1,2,2,2,2,1,1,1,2,9,6,?,?, ?,?,2
9,63,G,7,2004,3,?,1,2,?,1,1,1,1,1,1,1,1,2,14,6,?,?, ?,?,2
9,63,F,6,2004,1,?,1,2,?,2,3,3,2,2,1,3,1,2,9,6,?,?, ?,?,2
1,61,G,8,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,5,1,1,54,2,2
1,61,F,8,2004,4,1,1,2,2,1,2,1,1,1,1,1,1,1,7,5,1,1, ?,?,2
3,61,F,8,2004,3,1,1,2,1,1,1,1,1,1,1,1,1,1,9,6,?,7, ?,?,2
3,61,F,8,2004,2,4,1,1,?,2,1,1,2,1,1,1,1,2,14,6,1,7,35,2,2
4,63,G,8,2004,3,1,8,2,2,2,1,1,2,1,1,1,1,2,7,6,1,?,45,2,2
13,63,F,8,2004,3,1,1,2,2,1,1,2,1,1,1,1,1,2,13,6,1,?,28,2,2
1,61,G,9,2004,2,7,2,2,2,2,2,1,2,1,1,1,1,2,8,6,1,1, ?,2,2
1,61,G,9,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,5,1,1, ?,?,2
8,63,G,9,2004,4,3,1,2,2,1,4,1,1,1,1,1,1,2,13,6,1,1, ?,?,2
13,63,M,9,2004,2,1,1,2,?,1,1,1,1,1,1,1,1,2,14,6,1,1, ?,1,2
1,61,M,10,2004,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,32,2,2
1,61,F,10,2004,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,5,1,1,42,1,2
3,61,F,10,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,?,1,30,?,2
5,65,F,10,2004,3,7,8,2,2,1,1,1,1,1,1,1,1,2,12,6,1,7,35,1,2
11,63,F,11,2004,3,1,8,2,2,1,1,1,1,1,1,3,1,2,19,6,1,7,35,1,2
1,61,G,11,2004,3,2,1,2,2,1,1,1,1,1,1,1,1,2,7,6,1,6, ?,2,2
1,61,S,11,2004,4,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,40,2,2
2,61,S,11,2004,1,1,1,2,?,1,4,1,1,1,1,1,2,2,14,6,1,?, ?,1,2
3,63,F,12,2004,4,1,1,2,2,1,2,1,1,1,1,4,1,2,14,6,1,1,40,1,2
3,56,F,1,2004,2,7,8,2,2,4,2,1,1,1,1,1,1,2,14,6,1,1, ?,2,2
1,55,F,1,2004,1,1,1,2,2,4,4,1,1,1,1,1,1,1,9,6,1,1, ?,?,?
12,54,G,1,2004,3,1,1,2,2,1,1,1,1,1,3,1,2,2,10,5,1,1,18,2,2
12,54,G,1,2004,4,1,1,2,2,4,2,2,1,1,1,3,1,2,10,6,1,7, ?,?,?
9,54,S,2,2004,3,3,1,2,2,1,1,1,1,1,1,4,1,2,13,6,1,?,35,2,2
9,54,F,2,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,?, ?,2,2
1,56,G,2,2004,2,1,1,2,2,1,1,1,1,1,1,2,1,2,12,6,1,1,35,2,2
3,55,F,2,2004,2,1,1,2,2,1,1,3,1,1,1,3,1,2,13,6,1,3, ?,2,2
1,55,F,3,2004,2,7,1,2,2,1,1,1,1,1,1,1,1,1,14,2,1,1,30,2,2
1,54,F,3,2004,1,7,1,2,2,1,3,1,1,1,1,1,1,2,5,6,1,1,38,2,2
6,55,G,3,2004,4,1,1,2,2,1,4,1,1,1,1,1,1,2,14,5,1,1, ?,2,2
1,56,S,4,2004,2,1,1,2,2,1,1,1,1,1,1,4,1,2,11,6,1,1,50,2,2
6,55,G,5,2004,3,1,1,2,2,1,1,1,1,1,1,1,2,2,9,6,1,1,39,2,2
1,54,F,5,2004,4,7,1,2,2,1,2,1,1,1,1,1,1,2,13,6,1,1, ?,2,2
1,54,G,7,2004,3,3,1,2,2,1,1,2,1,1,1,3,1,2,5,1,1,?,35,2,2
1,53,F,8,2004,2,1,1,2,2,1,1,1,1,1,1,2,1,2,6,6,1,1,25,2,2
1,53,F,8,2004,2,1,1,2,2,1,1,2,1,1,1,2,1,2,14,6,1,?, ?,?,?
6,55,F,9,2004,1,1,1,2,2,1,2,1,1,1,1,3,1,2,1,1,1,1, ?,2,2
1,54,M,8,2004,3,3,1,2,2,2,1,1,2,1,1,3,5,2,8,11,1,1, ?,1,1
1,54,F,10,2004,4,3,1,2,2,1,4,1,1,1,1,1,1,2,2,6,?,?,25,?,?
7,54,F,10,2004,3,1,1,2,2,1,1,3,1,1,3,3,1,2,13,6,1,1,36,2,2
12,54,G,10,2004,3,1,1,2,2,1,1,1,1,1,1,2,1,2,13,6,2,6, ?,1,2
8,54,G,11,2004,2,7,1,2,2,1,1,2,1,1,1,4,1,2,8,2,?,?,32,?,?
9,54,F,11,2004,2,1,1,1,2,1,1,1,1,1,1,1,1,2,14,6,1,1, ?,2,2
3,53,F,12,2004,2,1,1,2,2,1,4,1,1,1,1,1,1,2,13,6,?,?, ?,?,?
4,54,F,11,2004,1,1,1,1,2,1,2,1,1,1,1,4,1,2,14,6,1,1,35,2,2
3,15,S,6,2004,1,1,1,2,1,4,1,1,1,1,1,1,1,2,14,6,1,1, ?,2,2
3,15,F,11,2004,1,1,1,2,1,1,4,1,1,1,1,1,1,2,7,6,1,1, ?,2,2
3,15,F,12,2004,1,1,5,1,1,1,2,1,1,1,1,1,1,2,9,6,1,1,32,2,2
5,58,S,6,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,10,1,5,45,2,2
1,61,G,7,2004,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,4,1,1,28,2,2
8,63,F,9,2004,1,1,1,2,?,1,2,1,1,1,1,3,1,2,14,6,?,?, ?,?,2
3,54,F,5,2004,4,1,1,2,2,1,1,1,1,1,1,3,3,2,8,6,1,3,40,2,2
1,55,G,8,2004,4,1,1,2,2,1,2,1,1,1,1,4,1,2,11,6,1,?, ?,?,2
13,54,F,10,2004,1,1,1,2,2,1,2,?,?,?,?,?,?,2,13,10,?,?, ?,?,?
5,26,F,10,2004,4,3,1,2,2,1,4,1,1,1,1,1,1,2,9,5,1,1, ?,2,2
1,64,S,2,2004,2,1,4,2,2,1,1,1,1,1,1,5,1,1,4,6,1,1, ?,2,2
3,64,S,2,2004,3,5,6,2,2,1,1,1,1,1,1,5,1,1,9,5,1,1, ?,2,2
5,64,F,6,2004,3,3,1,2,2,1,1,1,1,1,1,1,1,1,14,6,1,1,35,2,2
1,21,F,10,2004,1,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,7,38,2,2
4,8,F,10,2004,3,1,1,1,2,1,1,1,1,1,1,2,1,2,9,6,1,1, ?,2,2
5,1,S,6,2004,2,1,8,2,2,1,1,1,1,1,1,1,2,1,8,4,1,1, ?,2,2
6,54,G,1,2004,2,2,1,2,2,1,1,1,1,1,1,3,1,2,10,4,1,1,28,2,2
1,54,F,4,2004,4,7,8,2,2,1,3,1,1,1,1,1,1,1,7,6,1,1,32,2,2
1,54,M,5,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,1,11,6,1,1,42,1,2
8,54,F,7,2004,2,1,1,2,2,1,1,2,1,1,1,4,1,2,5,10,?,1, ?,?,?
7,58,F,12,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,38,2,2
7,58,F,12,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,11,6,1,1, ?,2,2
11,63,F,12,2004,2,1,1,2,2,1,1,2,1,1,1,3,1,2,9,6,1,1, ?,2,2
7,63,F,12,2004,4,1,1,2,2,4,4,4,1,1,2,1,1,2,9,2,1,7, ?,1,2
1,61,F,12,2004,1,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,32,2,2
2,61,F,11,2004,2,1,1,2,?,1,1,1,1,1,1,3,1,1,9,6,1,1,35,2,2
3,68,F,12,2004,3,1,1,2,2,1,1,2,1,1,1,3,1,2,9,2,1,1,35,2,2
1,62,S,12,2004,2,3,1,2,2,1,1,1,1,1,1,1,3,1,9,5,1,3, ?,2,2
7,59,G,1,2004,4,1,1,2,2,1,4,1,1,1,1,1,1,2,9,6,1,?, ?,?,?
2,59,F,1,2004,4,1,1,2,?,1,2,1,1,1,1,3,4,2,17,6,1,7,36,2,2
1,61,G,1,2004,4,1,1,2,2,1,4,1,1,1,1,1,1,2,7,6,1,?, ?,1,2
1,61,F,1,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,10,6,1,1,24,2,2
1,60,F,1,2004,3,1,1,2,2,1,1,1,1,1,1,3,1,2,12,6,1,1,45,2,2
1,58,M,1,2004,1,1,2,2,2,1,2,1,1,1,1,1,1,1,14, ?,?,?,25,?,2
1,58,F,1,2004,2,3,1,2,2,1,1,1,1,1,1,5,1,1,4,2,1,1,43,2,?
5,58,F,1,2004,1,7,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1, ?,2,2
5,58,M,1,2004,2,7,1,2,2,1,1,2,1,1,1,1,1,2,9,5,1,1,35,2,2
5,58,F,1,2004,3,1,1,2,?,1,1,1,1,1,1,1,1,2,13,6,1,1,40,2,2
6,58,G,1,2004,3,1,1,2,2,1,4,1,1,1,1,1,1,2,7,6,1,?,24,?,?
6,58,F,1,2004,3,1,2,2,?,1,1,1,1,1,1,1,1,1,14,6,?,?, ?,?,2
6,58,F,1,2004,1,7,1,2,?,1,4,1,1,1,1,1,1,2,9,6,1,1, ?,1,2
7,58,F,1,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1, ?,2,2
7,58,G,1,2004,3,7,8,2,2,1,1,2,5,1,1,2,1,2,10,4,?,1,35,2,?
6,63,F,1,2004,3,1,1,1,2,1,1,1,1,1,1,1,1,2,9,4,1,?,40,1,2
6,63,F,1,2004,3,1,1,1,2,1,1,1,1,1,1,2,1,2,11,6,1,?, ?,1,2
4,63,G,1,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,4,?,?, ?,1,2
9,63,S,1,2004,2,7,1,2,2,1,1,1,1,1,1,1,1,2,10,5,1,1,26,1,2
3,68,G,1,2004,3,4,1,2,2,1,1,4,1,1,2,2,1,2,12,1,1,7,32,2,2
1,61,M,2,2004,2,7,8,2,?,4,2,1,1,1,1,5,?,?,8, ?,1,1,20,2,2
1,61,F,2,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,?, ?,?,2
7,59,G,2,2004,4,1,1,2,2,1,4,1,1,1,1,1,1,2,9,6,1,1, ?,2,2
7,58,M,2,2004,3,4,4,2,2,1,4,1,1,1,1,1,1,2,9,4,?,3,42,?,?
10,58,G,2,2004,3,7,1,1,2,1,1,1,1,1,1,2,1,2,9,11,1,7,35,2,2
1,58,G,2,2004,1,6,?,2,2,1,4,4,1,1,1,2,5,2,9,5,1,1,42,2,2
9,63,F,2,2004,3,?,1,2,2,1,1,1,1,1,1,1,1,2,10,6,1,1, ?,?,2
8,63,F,2,2004,3,2,1,2,2,1,1,1,1,1,1,1,1,2,10, ?,?,?,32,?,2
14,63,F,2,2004,3,1,8,2,2,1,1,2,1,1,1,2,1,2,14,6,1,1, ?,2,2
2,65,S,3,2004,2,?,1,2,2,1,1,2,2,1,1,1,1,2,10,1,1,1,50,2,2
1,61,G,3,2004,3,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,45,2,2
1,61,G,3,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,8,11,1,1,28,2,2
1,61,G,3,2004,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,35,2,2
1,60,F,3,2004,2,1,1,2,2,1,2,1,1,1,1,1,1,1,6, ?,1,?,33,2,2
9,63,S,3,2004,2,1,1,2,2,1,2,4,1,1,1,1,4,2,8,6,1,1,32,2,2
9,63,F,3,2004,4,1,1,2,?,1,4,2,1,1,1,1,1,2,8,1,1,?, ?,?,?
6,63,F,3,2004,2,1,1,1,2,1,1,1,1,1,1,1,1,2,14,4,1,?,30,1,2
6,63,F,3,2004,1,1,2,1,1,1,2,1,2,1,1,1,1,2,14, ?,?,?, ?,2,2
14,63,F,3,2004,2,3,1,2,2,1,1,1,1,1,1,1,1,2,9, ?,?,?, ?,2,2
7,58,F,3,2004,2,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,2,1, ?,2,2
1,58,G,3,2004,1,2,2,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,42,2,2
1,58,F,3,2004,4,7,1,2,2,1,4,1,1,1,1,1,1,2,9,6,1,?, ?,2,2
1,58,M,3,2004,1,7,8,2,2,1,2,1,1,1,1,1,1,1,14,6,1,1,36,2,2
1,61,F,4,2004,4,1,1,2,2,1,4,1,1,1,3,1,1,2,14,4,1,1,30,2,2
1,61,S,4,2004,2,1,1,1,?,1,1,1,1,1,1,1,1,2,14,6,1,1,45,2,2
2,61,F,4,2004,3,2,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,3,48,2,2
2,61,F,4,2004,3,1,1,2,2,1,1,1,1,1,1,1,1,2,14,5,1,3,25,2,2
4,59,G,4,2004,2,4,?,2,?,1,1,1,1,1,1,1,1,1,14,5,2,?,40,1,2
5,65,G,4,2004,4,1,1,2,2,1,4,2,2,1,1,1,1,2,9,6,1,1, ?,2,2
1,58,G,4,2004,4,1,1,2,2,1,3,1,1,1,1,1,1,1,14,6,1,?, ?,2,2
5,58,F,4,2004,4,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,?, ?,2,2
5,58,F,4,2004,4,1,1,2,2,1,2,1,1,1,1,1,1,2,17,11,1,1,26,2,2
